"","accession_all","Freq"
"5802","NR_169412.1",0
"5803","NR_134007.1",0
"5804","NR_112625.1",0
"5805","NR_044374.1",0
"5806","NR_132614.1",0
"5807","NR_180205.1",0
"5808","NR_133731.1",0
"5809","NR_148836.1",0
"5810","NR_117448.1",0
"5811","NR_108707.1",0
"5812","NR_116529.1",0
"5813","NR_178563.1",0
"5814","NR_181530.1",0
"5815","NR_116527.1",0
"5816","NR_042400.1",0
"5817","NR_116528.1",0
"5818","NR_115997.1",0
"5819","NR_125521.1",0
"5820","NR_147375.1",0
"5821","NR_189194.1",0
"5822","NR_179598.1",0
"5823","NR_042824.1",0
"5824","NR_028007.1",0
"5825","NR_181700.1",0
"5826","NR_042823.1",0
"5827","NR_181699.1",0
"5828","NR_028604.1",0
"5829","NR_113316.1",0
"5830","NR_180644.1",0
"5831","NR_147379.1",0
"5832","NR_179431.1",0
"5833","NR_027528.1",0
"5834","NR_113165.1",0
"5835","NR_147399.1",0
"5836","NR_179599.1",0
"5837","NR_027527.1",0
"5838","NR_113164.1",0
"5839","NR_112899.1",0
"5840","NR_113273.1",0
"5841","NR_179545.1",0
"5842","NR_134008.1",0
"5843","NR_136835.1",0
"5844","NR_116385.1",0
"5845","NR_116850.1",0
"5846","NR_118860.1",0
"5847","NR_159353.1",0
"5848","NR_104941.1",0
"5849","NR_118861.1",0
"5850","NR_156847.1",0
"5851","NR_024635.1",0
"5852","NR_133732.1",0
"5853","NR_024805.1",0
"5854","NR_043462.1",0
"5855","NR_180190.1",0
"5856","NR_037047.1",0
"5857","NR_114405.1",0
"5858","NR_026055.1",0
"5859","NR_025957.1",0
"5860","NR_180756.1",0
"5861","NR_042131.1",0
"5862","NR_165757.1",0
"5863","NR_163656.1",0
"5864","NR_041011.1",0
"5865","NR_044039.1",0
"5866","NR_025080.1",0
"5867","NR_169389.1",0
"5868","NR_181641.1",0
"5869","NR_181642.1",0
"5870","NR_181643.1",0
"5871","NR_181644.1",0
"5872","NR_181645.1",0
"5873","NR_112533.1",0
"5874","NR_114013.1",0
"5875","NR_108203.1",0
"5876","NR_199436.1",0
"5877","NR_134009.1",0
"5878","NR_109655.1",0
"5879","NR_025530.1",0
"5880","NR_025107.1",0
"5881","NR_025376.1",0
"5882","NR_043859.1",0
"5883","NR_147778.1",0
"5884","NR_148635.1",0
"5885","NR_149789.1",0
"5886","NR_134010.1",0
"5887","NR_180733.1",0
"5888","NR_108609.1",0
"5889","NR_028719.1",0
"5890","NR_113597.1",0
"5891","NR_113613.1",0
"5892","NR_114856.1",0
"5893","NR_114865.1",0
"5894","NR_113709.1",0
"5895","NR_029161.2",0
"5896","NR_116138.1",0
"5897","NR_115741.1",0
"5898","NR_200018.1",0
"5899","NR_117265.1",0
"5900","NR_116307.1",0
"5901","NR_176589.1",0
"5902","NR_176536.1",0
"5903","NR_044701.2",0
"5904","NR_159082.1",0
"5905","NR_159087.1",0
"5906","NR_180271.1",0
"5907","NR_043096.1",0
"5908","NR_042533.1",0
"5909","NR_044707.2",0
"5910","NR_114398.1",0
"5911","NR_178248.1",0
"5912","NR_126193.1",0
"5913","NR_117973.1",0
"5914","NR_132607.1",0
"5915","NR_109370.1",0
"5916","NR_179290.1",0
"5917","NR_180273.1",0
"5918","NR_147740.1",0
"5919","NR_180272.1",0
"5920","NR_180270.1",0
"5921","NR_180269.1",0
"5922","NR_118101.1",0
"5923","NR_025045.1",0
"5924","NR_179208.1",0
"5925","NR_028949.1",0
"5926","NR_180274.1",0
"5927","NR_159230.1",0
"5928","NR_043114.1",0
"5929","NR_041629.1",0
"5930","NR_179136.1",0
"5931","NR_179928.1",0
"5932","NR_181100.1",0
"5933","NR_036879.1",0
"5934","NR_114844.1",0
"5935","NR_170421.1",0
"5936","NR_042194.1",0
"5937","NR_028990.1",0
"5938","NR_180275.1",0
"5939","NR_178538.1",0
"5940","NR_151975.1",0
"5941","NR_118233.1",0
"5942","NR_041821.1",0
"5943","NR_114101.1",0
"5944","NR_040931.1",0
"5945","NR_114100.1",0
"5946","NR_114598.1",0
"5947","NR_113264.1",0
"5948","NR_157993.1",0
"5949","NR_028979.1",0
"5950","NR_074830.1",0
"5951","NR_177357.1",0
"5952","NR_158095.1",0
"5953","NR_165762.1",0
"5954","NR_148660.1",0
"5955","NR_174289.1",0
"5956","NR_179568.1",0
"5957","NR_121684.1",0
"5958","NR_181389.1",0
"5959","NR_159347.1",0
"5960","NR_158122.1",0
"5961","NR_180157.1",0
"5962","NR_112948.1",0
"5963","NR_172623.1",0
"5964","NR_136428.1",0
"5965","NR_134011.1",0
"5966","NR_157704.1",0
"5967","NR_189694.1",0
"5968","NR_189693.1",0
"5969","NR_181133.1",0
"5970","NR_024733.1",0
"5971","NR_118316.1",0
"5972","NR_145883.1",0
"5973","NR_173687.1",0
"5974","NR_189240.1",0
"5975","NR_044049.1",0
"5976","NR_115510.1",0
"5977","NR_179548.1",0
"5978","NR_026366.1",0
"5979","NR_029236.1",0
"5980","NR_074653.1",0
"5981","NR_181742.1",0
"5982","NR_178238.1",0
"5983","NR_179226.1",0
"5984","NR_074901.1",0
"5985","NR_041496.1",0
"5986","NR_171489.1",0
"5987","NR_122083.1",0
"5988","NR_165771.1",0
"5989","NR_174197.1",0
"5990","NR_164987.1",0
"5991","NR_149805.1",0
"5992","NR_169324.1",0
"5993","NR_179694.1",0
"5994","NR_179693.1",0
"5995","NR_042329.1",0
"5996","NR_115863.1",0
"5997","NR_074852.2",0
"5998","NR_179688.1",0
"5999","NR_042330.1",0
"6000","NR_115864.1",0
"6001","NR_179692.1",0
"6002","NR_042331.1",0
"6003","NR_114717.1",0
"6004","NR_115865.1",0
"6005","NR_118593.1",0
"6006","NR_179690.1",0
"6007","NR_179689.1",0
"6008","NR_181043.1",0
"6009","NR_179691.1",0
"6010","NR_159089.1",0
"6011","NR_165760.1",0
"6012","NR_108836.1",0
"6013","NR_026170.1",0
"6014","NR_074391.1",0
"6015","NR_137376.1",0
"6016","NR_156835.1",0
"6017","NR_165003.1",0
"6018","NR_042139.1",0
"6019","NR_026214.1",0
"6020","NR_044865.1",0
"6021","NR_171438.1",0
"6022","NR_037039.1",0
"6023","NR_119133.1",0
"6024","NR_026215.1",0
"6025","NR_117030.1",0
"6026","NR_117605.1",0
"6027","NR_119171.1",0
"6028","NR_180892.1",0
"6029","NR_028951.1",0
"6030","NR_108857.1",0
"6031","NR_028989.1",0
"6032","NR_104898.1",0
"6033","NR_119167.1",0
"6034","NR_121753.2",0
"6035","NR_178598.1",0
"6036","NR_025540.1",0
"6037","NR_028941.1",0
"6038","NR_115262.1",0
"6039","NR_026211.1",0
"6040","NR_025365.1",0
"6041","NR_113250.1",0
"6042","NR_179644.1",0
"6043","NR_179432.1",0
"6044","NR_037042.1",0
"6045","NR_118465.1",0
"6046","NR_037036.1",0
"6047","NR_119132.1",0
"6048","NR_029326.1",0
"6049","NR_117410.1",0
"6050","NR_025436.1",0
"6051","NR_025101.1",0
"6052","NR_122052.1",0
"6053","NR_122062.1",0
"6054","NR_121719.2",0
"6055","NR_029017.1",0
"6056","NR_174206.1",0
"6057","NR_029007.1",0
"6058","NR_180959.1",0
"6059","NR_026449.1",0
"6060","NR_044905.1",0
"6061","NR_153680.1",0
"6062","NR_037037.1",0
"6063","NR_115558.1",0
"6064","NR_119134.1",0
"6065","NR_118005.1",0
"6066","NR_037079.1",0
"6067","NR_117209.1",0
"6068","NR_119135.1",0
"6069","NR_116525.1",0
"6070","NR_026539.1",0
"6071","NR_024772.1",0
"6072","NR_102865.1",0
"6073","NR_180321.1",0
"6074","NR_108533.1",0
"6075","NR_149764.1",0
"6076","NR_026415.1",0
"6077","NR_121720.2",0
"6078","NR_025496.1",0
"6079","NR_037040.1",0
"6080","NR_119136.1",0
"6081","NR_179543.1",0
"6082","NR_104995.1",0
"6083","NR_044584.1",0
"6084","NR_042025.1",0
"6085","NR_174249.1",0
"6086","NR_028971.1",0
"6087","NR_036792.1",0
"6088","NR_041817.1",0
"6089","NR_074663.1",0
"6090","NR_121782.1",0
"6091","NR_159267.1",0
"6092","NR_159075.1",0
"6093","NR_151871.1",0
"6094","NR_179730.1",0
"6095","NR_181343.1",0
"6096","NR_029074.1",0
"6097","NR_102500.2",0
"6098","NR_042703.1",0
"6099","NR_178402.1",0
"6100","NR_117357.1",0
"6101","NR_144708.1",0
"6102","NR_026369.1",0
"6103","NR_181306.1",0
"6104","NR_144695.2",0
"6105","NR_037035.1",0
"6106","NR_118863.1",0
"6107","NR_119137.1",0
"6108","NR_180958.1",0
"6109","NR_026380.1",0
"6110","NR_074408.1",0
"6111","NR_037034.1",0
"6112","NR_115557.1",0
"6113","NR_119138.1",0
"6114","NR_104996.1",0
"6115","NR_174247.1",0
"6116","NR_026370.1",0
"6117","NR_181083.1",0
"6118","NR_151864.1",0
"6119","NR_044603.1",0
"6120","NR_180876.1",0
"6121","NR_042138.1",0
"6122","NR_115716.1",0
"6123","NR_116647.1",0
"6124","NR_121700.2",0
"6125","NR_044182.1",0
"6126","NR_026376.1",0
"6127","NR_026216.1",0
"6128","NR_119179.1",0
"6129","NR_199437.1",0
"6130","NR_037124.1",0
"6131","NR_119139.1",0
"6132","NR_119182.1",0
"6133","NR_026396.1",0
"6134","NR_116621.1",0
"6135","NR_037078.1",0
"6136","NR_119140.1",0
"6137","NR_145583.1",0
"6138","NR_179657.1",0
"6139","NR_117816.1",0
"6140","NR_180960.1",0
"6141","NR_151865.1",0
"6142","NR_026120.1",0
"6143","NR_179516.1",0
"6144","NR_179093.1",0
"6145","NR_181690.1",0
"6146","NR_178655.1",0
"6147","NR_181282.1",0
"6148","NR_026379.1",0
"6149","NR_179412.1",0
"6150","NR_116953.1",0
"6151","NR_026212.1",0
"6152","NR_115559.1",0
"6153","NR_119172.1",0
"6154","NR_151947.1",0
"6155","NR_180891.1",0
"6156","NR_037038.1",0
"6157","NR_119118.1",0
"6158","NR_179436.1",0
"6159","NR_042137.1",0
"6160","NR_119119.1",0
"6161","NR_119176.1",0
"6162","NR_181689.1",0
"6163","NR_178979.1",0
"6164","NR_037070.1",0
"6165","NR_115562.1",0
"6166","NR_117210.1",0
"6167","NR_119175.1",0
"6168","NR_116569.1",0
"6169","NR_181082.1",0
"6170","NR_037069.1",0
"6171","NR_119174.1",0
"6172","NR_040999.1",0
"6173","NR_074826.1",0
"6174","NR_200014.1",0
"6175","NR_026434.1",0
"6176","NR_180795.1",0
"6177","NR_180686.1",0
"6178","NR_179656.1",0
"6179","NR_180468.1",0
"6180","NR_025309.1",0
"6181","NR_026394.1",0
"6182","NR_028015.1",0
"6183","NR_027201.1",0
"6184","NR_042686.1",0
"6185","NR_116558.1",0
"6186","NR_037041.1",0
"6187","NR_117604.1",0
"6188","NR_119116.1",0
"6189","NR_042151.1",0
"6190","NR_026375.1",0
"6191","NR_180402.1",0
"6192","NR_145582.1",0
"6193","NR_040775.1",0
"6194","NR_121699.2",0
"6195","NR_025434.1",0
"6196","NR_024849.1",0
"6197","NR_044181.1",0
"6198","NR_134716.1",0
"6199","NR_028975.1",0
"6200","NR_119173.1",0
"6201","NR_043093.1",0
"6202","NR_029292.1",0
"6203","NR_117211.1",0
"6204","NR_042681.1",0
"6205","NR_027597.1",0
"6206","NR_074344.1",0
"6207","NR_119178.1",0
"6208","NR_042558.1",0
"6209","NR_179537.1",0
"6210","NR_174274.1",0
"6211","NR_146354.1",0
"6212","NR_117578.1",0
"6213","NR_025314.1",0
"6214","NR_104974.1",0
"6215","NR_121721.1",0
"6216","NR_180877.1",0
"6217","NR_026213.1",0
"6218","NR_119180.1",0
"6219","NR_174246.1",0
"6220","NR_043594.1",0
"6221","NR_026295.1",0
"6222","NR_201624.1",0
"6223","NR_115522.1",0
"6224","NR_037054.2",0
"6225","NR_104916.1",0
"6226","NR_137249.1",0
"6227","NR_180706.1",0
"6228","NR_176555.1",0
"6229","NR_169320.1",0
"6230","NR_179455.1",0
"6231","NR_174328.1",0
"6232","NR_036877.1",0
"6233","NR_149304.1",0
"6234","NR_181073.1",0
"6235","NR_163603.1",0
"6236","NR_180606.1",0
"6237","NR_163602.1",0
"6238","NR_133733.1",0
"6239","NR_134012.1",0
"6240","NR_151937.1",0
"6241","NR_134013.1",0
"6242","NR_164617.1",0
"6243","NR_112218.1",0
"6244","NR_177776.1",0
"6245","NR_029064.1",0
"6246","NR_074636.1",0
"6247","NR_125648.1",0
"6248","NR_165000.1",0
"6249","NR_146028.1",0
"6250","NR_156853.1",0
"6251","NR_178502.1",0
"6252","NR_156100.1",0
"6253","NR_158063.1",0
"6254","NR_178915.1",0
"6255","NR_169381.1",0
"6256","NR_181744.1",0
"6257","NR_044320.1",0
"6258","NR_152701.1",0
"6259","NR_178599.1",0
"6260","NR_152702.1",0
"6261","NR_180107.1",0
"6262","NR_169491.1",0
"6263","NR_145629.1",0
"6264","NR_145630.1",0
"6265","NR_145631.1",0
"6266","NR_173678.1",0
"6267","NR_201719.1",0
"6268","NR_043627.1",0
"6269","NR_043628.1",0
"6270","NR_145873.1",0
"6271","NR_158106.1",0
"6272","NR_180575.1",0
"6273","NR_156833.1",0
"6274","NR_158086.1",0
"6275","NR_158097.1",0
"6276","NR_040905.1",0
"6277","NR_115288.1",0
"6278","NR_177777.1",0
"6279","NR_153750.1",0
"6280","NR_116999.1",0
"6281","NR_044062.1",0
"6282","NR_044057.1",0
"6283","NR_044058.1",0
"6284","NR_044060.1",0
"6285","NR_117437.1",0
"6286","NR_044059.1",0
"6287","NR_117789.1",0
"6288","NR_118088.1",0
"6289","NR_044076.1",0
"6290","NR_112006.1",0
"6291","NR_113347.1",0
"6292","NR_114077.1",0
"6293","NR_115942.1",0
"6294","NR_118087.1",0
"6295","NR_118449.1",0
"6296","NR_044061.1",0
"6297","NR_102802.1",0
"6298","NR_115943.1",0
"6299","NR_024964.1",0
"6300","NR_025088.1",0
"6301","NR_108875.1",0
"6302","NR_176556.1",0
"6303","NR_108605.1",0
"6304","NR_163614.1",0
"6305","NR_170453.1",0
"6306","NR_104993.1",0
"6307","NR_109365.1",0
"6308","NR_104994.1",0
"6309","NR_174194.1",0
"6310","NR_042170.1",0
"6311","NR_115025.1",0
"6312","NR_115563.1",0
"6313","NR_043892.1",0
"6314","NR_104500.1",0
"6315","NR_170454.1",0
"6316","NR_170455.1",0
"6317","NR_164984.1",0
"6318","NR_178559.1",0
"6319","NR_027184.1",0
"6320","NR_025757.1",0
"6321","NR_027524.1",0
"6322","NR_074425.1",0
"6323","NR_176543.1",0
"6324","NR_176544.1",0
"6325","NR_176545.1",0
"6326","NR_177670.1",0
"6327","NR_025883.1",0
"6328","NR_042036.1",0
"6329","NR_112130.1",0
"6330","NR_145891.1",0
"6331","NR_157698.1",0
"6332","NR_029134.1",0
"6333","NR_114331.1",0
"6334","NR_024746.1",0
"6335","NR_112139.1",0
"6336","NR_113013.1",0
"6337","NR_180008.1",0
"6338","NR_026189.1",0
"6339","NR_044175.1",0
"6340","NR_179832.1",0
"6341","NR_144745.1",0
"6342","NR_157701.1",0
"6343","NR_169484.1",0
"6344","NR_144620.1",0
"6345","NR_174193.1",0
"6346","NR_109152.1",0
"6347","NR_025138.1",0
"6348","NR_114685.1",0
"6349","NR_025137.1",0
"6350","NR_180770.1",0
"6351","NR_114460.1",0
"6352","NR_116146.1",0
"6353","NR_164934.1",0
"6354","NR_040869.1",0
"6355","NR_164887.1",0
"6356","NR_043444.1",0
"6357","NR_114128.1",0
"6358","NR_116145.1",0
"6359","NR_027607.1",0
"6360","NR_074704.1",0
"6361","NR_149305.1",0
"6362","NR_028766.1",0
"6363","NR_102851.1",0
"6364","NR_040963.1",0
"6365","NR_113877.1",0
"6366","NR_025018.2",0
"6367","NR_117018.1",0
"6368","NR_113619.1",0
"6369","NR_116994.1",0
"6370","NR_116147.1",0
"6371","NR_199438.1",0
"6372","NR_040987.1",0
"6373","NR_109160.1",0
"6374","NR_028845.1",0
"6375","NR_116144.1",0
"6376","NR_074823.1",0
"6377","NR_028800.2",0
"6378","NR_145541.1",0
"6379","NR_189243.1",0
"6380","NR_041495.1",0
"6381","NR_026156.1",0
"6382","NR_036885.1",0
"6383","NR_114967.1",0
"6384","NR_115034.1",0
"6385","NR_115035.1",0
"6386","NR_025467.1",0
"6387","NR_181874.1",0
"6388","NR_181605.1",0
"6389","NR_181607.1",0
"6390","NR_201720.1",0
"6391","NR_025461.1",0
"6392","NR_115036.1",0
"6393","NR_026157.1",0
"6394","NR_104839.1",0
"6395","NR_116064.1",0
"6396","NR_181606.1",0
"6397","NR_201721.1",0
"6398","NR_042315.1",0
"6399","NR_028713.1",0
"6400","NR_113696.1",0
"6401","NR_112221.1",0
"6402","NR_028655.1",0
"6403","NR_024702.1",0
"6404","NR_114201.1",0
"6405","NR_199507.1",0
"6406","NR_173603.1",0
"6407","NR_040847.1",0
"6408","NR_113028.1",0
"6409","NR_145912.1",0
"6410","NR_025274.1",0
"6411","NR_118647.1",0
"6412","NR_025276.1",0
"6413","NR_113367.1",0
"6414","NR_118646.1",0
"6415","NR_174227.1",0
"6416","NR_151943.1",0
"6417","NR_180799.1",0
"6418","NR_102443.1",0
"6419","NR_102450.1",0
"6420","NR_102447.1",0
"6421","NR_114406.1",0
"6422","NR_176490.1",0
"6423","NR_176491.1",0
"6424","NR_176548.1",0
"6425","NR_176597.1",0
"6426","NR_176566.1",0
"6427","NR_199340.1",0
"6428","NR_172699.1",0
"6429","NR_172700.1",0
"6430","NR_172696.1",0
"6431","NR_172697.1",0
"6432","NR_172698.1",0
"6433","NR_177671.1",0
"6434","NR_177778.1",0
"6435","NR_177779.1",0
"6436","NR_177780.1",0
"6437","NR_177781.1",0
"6438","NR_177782.1",0
"6439","NR_177783.1",0
"6440","NR_177784.1",0
"6441","NR_177785.1",0
"6442","NR_177786.1",0
"6443","NR_177787.1",0
"6444","NR_177788.1",0
"6445","NR_177789.1",0
"6446","NR_177790.1",0
"6447","NR_177791.1",0
"6448","NR_177792.1",0
"6449","NR_043296.1",0
"6450","NR_109686.1",0
"6451","NR_125551.1",0
"6452","NR_043903.1",0
"6453","NR_036939.1",0
"6454","NR_114904.1",0
"6455","NR_074538.1",0
"6456","NR_179855.1",0
"6457","NR_116961.1",0
"6458","NR_174310.1",0
"6459","NR_174309.1",0
"6460","NR_178791.1",0
"6461","NR_133734.1",0
"6462","NR_133735.1",0
"6463","NR_025955.1",0
"6464","NR_044649.1",0
"6465","NR_115117.1",0
"6466","NR_125682.1",0
"6467","NR_125688.1",0
"6468","NR_125693.1",0
"6469","NR_125686.1",0
"6470","NR_125687.1",0
"6471","NR_125689.1",0
"6472","NR_125684.1",0
"6473","NR_125685.1",0
"6474","NR_125683.1",0
"6475","NR_186874.1",0
"6476","NR_102462.1",0
"6477","NR_114701.1",0
"6478","NR_172598.1",0
"6479","NR_172572.1",0
"6480","NR_151912.1",0
"6481","NR_147734.1",0
"6482","NR_148653.1",0
"6483","NR_151911.1",0
"6484","NR_174261.1",0
"6485","NR_157652.1",0
"6486","NR_181442.1",0
"6487","NR_043939.1",0
"6488","NR_043940.1",0
"6489","NR_025343.1",0
"6490","NR_043941.1",0
"6491","NR_043942.1",0
"6492","NR_043944.1",0
"6493","NR_179054.1",0
"6494","NR_180561.1",0
"6495","NR_146034.1",0
"6496","NR_108906.1",0
"6497","NR_025842.1",0
"6498","NR_112635.1",0
"6499","NR_115581.1",0
"6500","NR_118955.1",0
"6501","NR_178842.1",0
"6502","NR_108491.1",0
"6503","NR_116474.1",0
"6504","NR_117050.1",0
"6505","NR_179554.1",0
"6506","NR_117285.1",0
"6507","NR_118440.1",0
"6508","NR_157745.1",0
"6509","NR_108492.1",0
"6510","NR_145633.1",0
"6511","NR_159148.1",0
"6512","NR_025829.1",0
"6513","NR_112977.1",0
"6514","NR_102866.1",0
"6515","NR_115472.1",0
"6516","NR_102465.1",0
"6517","NR_114679.1",0
"6518","NR_036796.1",0
"6519","NR_115636.1",0
"6520","NR_118840.1",0
"6521","NR_119013.1",0
"6522","NR_136836.1",0
"6523","NR_116921.1",0
"6524","NR_026291.1",0
"6525","NR_115650.1",0
"6526","NR_104501.1",0
"6527","NR_104502.1",0
"6528","NR_112908.1",0
"6529","NR_026293.1",0
"6530","NR_115649.1",0
"6531","NR_118841.1",0
"6532","NR_116878.1",0
"6533","NR_119210.1",0
"6534","NR_113008.1",0
"6535","NR_146663.1",0
"6536","NR_145935.1",0
"6537","NR_026281.1",0
"6538","NR_115637.1",0
"6539","NR_112813.1",0
"6540","NR_026292.1",0
"6541","NR_026294.1",0
"6542","NR_115647.1",0
"6543","NR_115648.1",0
"6544","NR_177793.1",0
"6545","NR_044269.1",0
"6546","NR_041506.1",0
"6547","NR_134126.1",0
"6548","NR_116622.1",0
"6549","NR_116174.1",0
"6550","NR_118090.1",0
"6551","NR_157727.1",0
"6552","NR_179395.1",0
"6553","NR_146664.1",0
"6554","NR_189270.1",0
"6555","NR_177672.1",0
"6556","NR_177673.1",0
"6557","NR_177674.1",0
"6558","NR_172678.1",0
"6559","NR_043175.1",0
"6560","NR_181491.1",0
"6561","NR_181493.1",0
"6562","NR_125499.1",0
"6563","NR_024884.1",0
"6564","NR_042090.1",0
"6565","NR_042819.1",0
"6566","NR_116610.1",0
"6567","NR_042556.1",0
"6568","NR_181866.1",0
"6569","NR_028995.1",0
"6570","NR_044488.1",0
"6571","NR_028640.1",0
"6572","NR_118359.1",0
"6573","NR_075025.2",0
"6574","NR_026043.1",0
"6575","NR_118216.1",0
"6576","NR_148581.1",0
"6577","NR_041771.1",0
"6578","NR_178667.1",0
"6579","NR_156912.1",0
"6580","NR_117912.1",0
"6581","NR_122085.1",0
"6582","NR_026053.1",0
"6583","NR_121722.2",0
"6584","NR_181963.1",0
"6585","NR_074116.1",0
"6586","NR_114415.1",0
"6587","NR_109657.1",0
"6588","NR_156917.1",0
"6589","NR_044550.1",0
"6590","NR_074337.1",0
"6591","NR_115101.1",0
"6592","NR_148665.1",0
"6593","NR_040934.1",0
"6594","NR_116391.1",0
"6595","NR_116392.1",0
"6596","NR_112189.1",0
"6597","NR_044333.1",0
"6598","NR_044332.1",0
"6599","NR_159911.1",0
"6600","NR_178572.1",0
"6601","NR_181290.1",0
"6602","NR_043158.1",0
"6603","NR_181786.1",0
"6604","NR_043472.1",0
"6605","NR_042696.1",0
"6606","NR_041487.1",0
"6607","NR_174241.1",0
"6608","NR_146665.1",0
"6609","NR_197655.1",0
"6610","NR_153718.1",0
"6611","NR_043473.1",0
"6612","NR_137266.1",0
"6613","NR_043994.1",0
"6614","NR_134015.1",0
"6615","NR_044331.1",0
"6616","NR_109419.1",0
"6617","NR_108113.1",0
"6618","NR_043243.1",0
"6619","NR_074456.1",0
"6620","NR_180662.1",0
"6621","NR_134717.1",0
"6622","NR_043282.1",0
"6623","NR_169474.1",0
"6624","NR_042208.1",0
"6625","NR_169465.1",0
"6626","NR_074342.1",0
"6627","NR_119254.1",0
"6628","NR_044497.1",0
"6629","NR_026399.1",0
"6630","NR_159297.1",0
"6631","NR_043155.1",0
"6632","NR_043157.1",0
"6633","NR_108580.1",0
"6634","NR_029004.1",0
"6635","NR_118357.1",0
"6636","NR_179159.1",0
"6637","NR_149178.1",0
"6638","NR_179004.1",0
"6639","NR_179738.1",0
"6640","NR_163648.1",0
"6641","NR_152634.1",0
"6642","NR_074304.1",0
"6643","NR_043159.1",0
"6644","NR_042210.1",0
"6645","NR_137420.1",0
"6646","NR_137265.1",0
"6647","NR_041480.1",0
"6648","NR_157673.1",0
"6649","NR_026416.1",0
"6650","NR_043156.1",0
"6651","NR_169436.1",0
"6652","NR_201722.1",0
"6653","NR_115315.1",0
"6654","NR_044113.1",0
"6655","NR_102475.1",0
"6656","NR_153716.1",0
"6657","NR_164886.1",0
"6658","NR_134016.1",0
"6659","NR_043160.1",0
"6660","NR_115859.1",0
"6661","NR_178884.1",0
"6662","NR_179181.1",0
"6663","NR_074320.1",0
"6664","NR_026400.1",0
"6665","NR_174208.1",0
"6666","NR_149179.1",0
"6667","NR_026401.1",0
"6668","NR_074411.1",0
"6669","NR_044330.1",0
"6670","NR_026402.1",0
"6671","NR_132693.1",0
"6672","NR_026403.1",0
"6673","NR_146688.1",0
"6674","NR_134718.1",0
"6675","NR_117835.1",0
"6676","NR_041481.1",0
"6677","NR_165684.1",0
"6678","NR_156043.1",0
"6679","NR_169466.1",0
"6680","NR_181291.1",0
"6681","NR_133018.1",0
"6682","NR_042209.1",0
"6683","NR_149180.1",0
"6684","NR_146689.1",0
"6685","NR_146666.1",0
"6686","NR_153717.1",0
"6687","NR_116559.1",0
"6688","NR_043162.1",0
"6689","NR_159153.1",0
"6690","NR_174298.1",0
"6691","NR_164928.1",0
"6692","NR_116158.1",0
"6693","NR_116670.1",0
"6694","NR_117922.1",0
"6695","NR_178692.1",0
"6696","NR_044542.1",0
"6697","NR_043161.1",0
"6698","NR_043743.1",0
"6699","NR_024711.1",0
"6700","NR_113708.1",0
"6701","NR_114466.1",0
"6702","NR_116139.1",0
"6703","NR_136837.1",0
"6704","NR_116495.1",0
"6705","NR_108843.1",0
"6706","NR_157013.1",0
"6707","NR_024786.1",0
"6708","NR_113870.1",0
"6709","NR_028617.1",0
"6710","NR_199918.1",0
"6711","NR_199919.1",0
"6712","NR_199920.1",0
"6713","NR_200012.1",0
"6714","NR_136459.1",0
"6715","NR_043465.1",0
"6716","NR_112995.1",0
"6717","NR_113375.1",0
"6718","NR_113566.1",0
"6719","NR_145854.1",0
"6720","NR_112997.1",0
"6721","NR_113373.1",0
"6722","NR_145855.1",0
"6723","NR_152031.1",0
"6724","NR_044222.1",0
"6725","NR_113370.1",0
"6726","NR_145851.1",0
"6727","NR_112994.1",0
"6728","NR_113374.1",0
"6729","NR_145857.1",0
"6730","NR_145853.1",0
"6731","NR_145852.1",0
"6732","NR_112836.1",0
"6733","NR_113372.1",0
"6734","NR_113567.1",0
"6735","NR_158021.1",0
"6736","NR_145856.1",0
"6737","NR_179185.1",0
"6738","NR_145858.1",0
"6739","NR_026425.1",0
"6740","NR_173512.1",0
"6741","NR_172569.1",0
"6742","NR_191026.1",0
"6743","NR_041949.1",0
"6744","NR_178253.1",0
"6745","NR_043249.1",0
"6746","NR_116388.1",0
"6747","NR_044780.1",0
"6748","NR_170441.1",0
"6749","NR_027535.1",0
"6750","NR_074877.1",0
"6751","NR_199439.1",0
"6752","NR_026271.1",0
"6753","NR_119073.1",0
"6754","NR_149775.1",0
"6755","NR_179994.1",0
"6756","NR_148832.1",0
"6757","NR_043260.1",0
"6758","NR_043261.1",0
"6759","NR_044872.1",0
"6760","NR_043262.1",0
"6761","NR_189227.1",0
"6762","NR_041990.1",0
"6763","NR_040941.1",0
"6764","NR_114127.1",0
"6765","NR_108927.1",0
"6766","NR_044938.1",0
"6767","NR_119259.1",0
"6768","NR_159142.1",0
"6769","NR_116464.1",0
"6770","NR_134017.1",0
"6771","NR_044533.1",0
"6772","NR_172574.1",0
"6773","NR_177675.1",0
"6774","NR_177676.1",0
"6775","NR_165020.1",0
"6776","NR_180570.1",0
"6777","NR_179891.1",0
"6778","NR_116438.1",0
"6779","NR_172580.2",0
"6780","NR_186870.1",0
"6781","NR_176532.1",0
"6782","NR_199344.1",0
"6783","NR_199346.1",0
"6784","NR_176533.1",0
"6785","NR_176500.1",0
"6786","NR_199341.1",0
"6787","NR_176569.1",0
"6788","NR_177054.1",0
"6789","NR_177677.1",0
"6790","NR_177678.1",0
"6791","NR_177679.1",0
"6792","NR_177794.1",0
"6793","NR_177795.1",0
"6794","NR_177796.1",0
"6795","NR_176568.1",0
"6796","NR_177797.1",0
"6797","NR_176981.1",0
"6798","NR_172577.1",0
"6799","NR_177680.1",0
"6800","NR_199298.1",0
