"","accession_all","Freq"
"16734","NR_115108.1",0
"16735","NR_118177.1",0
"16736","NR_118178.1",0
"16737","NR_117650.1",0
"16738","NR_180086.1",0
"16739","NR_136797.1",0
"16740","NR_180623.1",0
"16741","NR_156921.1",0
"16742","NR_197725.1",0
"16743","NR_180973.1",0
"16744","NR_181170.1",0
"16745","NR_179209.1",0
"16746","NR_118040.1",0
"16747","NR_157008.1",0
"16748","NR_118039.1",0
"16749","NR_157007.1",0
"16750","NR_180929.1",0
"16751","NR_146843.1",0
"16752","NR_115809.1",0
"16753","NR_125602.1",0
"16754","NR_181310.1",0
"16755","NR_109468.1",0
"16756","NR_118041.1",0
"16757","NR_133798.1",0
"16758","NR_164969.1",0
"16759","NR_180991.1",0
"16760","NR_180919.1",0
"16761","NR_180347.1",0
"16762","NR_181302.1",0
"16763","NR_181303.1",0
"16764","NR_041003.1",0
"16765","NR_114021.1",0
"16766","NR_152078.1",0
"16767","NR_184614.1",0
"16768","NR_041587.1",0
"16769","NR_159097.1",0
"16770","NR_173583.1",0
"16771","NR_173584.1",0
"16772","NR_136448.1",0
"16773","NR_173582.1",0
"16774","NR_132692.1",0
"16775","NR_044313.1",0
"16776","NR_113793.1",0
"16777","NR_040896.1",0
"16778","NR_113625.1",0
"16779","NR_116072.1",0
"16780","NR_173632.1",0
"16781","NR_116278.1",0
"16782","NR_181368.1",0
"16783","NR_199484.1",0
"16784","NR_199485.1",0
"16785","NR_118271.1",0
"16786","NR_148323.1",0
"16787","NR_175535.1",0
"16788","NR_134104.1",0
"16789","NR_133799.1",0
"16790","NR_040826.1",0
"16791","NR_074261.1",0
"16792","NR_112090.1",0
"16793","NR_118789.1",0
"16794","NR_118791.1",0
"16795","NR_178421.1",0
"16796","NR_181551.1",0
"16797","NR_118314.1",0
"16798","NR_153728.1",0
"16799","NR_025838.1",0
"16800","NR_113591.1",0
"16801","NR_115619.1",0
"16802","NR_134105.1",0
"16803","NR_157981.1",0
"16804","NR_148591.1",0
"16805","NR_175542.1",0
"16806","NR_175592.1",0
"16807","NR_175593.1",0
"16808","NR_175594.1",0
"16809","NR_175595.1",0
"16810","NR_145944.2",0
"16811","NR_152007.1",0
"16812","NR_178611.1",0
"16813","NR_157667.1",0
"16814","NR_118270.1",0
"16815","NR_133800.1",0
"16816","NR_137206.1",0
"16817","NR_156104.1",0
"16818","NR_028962.1",0
"16819","NR_181817.1",0
"16820","NR_157799.1",0
"16821","NR_044277.1",0
"16822","NR_158051.1",0
"16823","NR_181545.1",0
"16824","NR_199486.1",0
"16825","NR_134106.1",0
"16826","NR_042056.1",0
"16827","NR_118312.1",0
"16828","NR_152714.1",0
"16829","NR_179867.1",0
"16830","NR_181287.1",0
"16831","NR_126280.1",0
"16832","NR_201830.1",0
"16833","NR_201831.1",0
"16834","NR_178698.1",0
"16835","NR_116020.1",0
"16836","NR_171526.1",0
"16837","NR_151934.1",0
"16838","NR_041046.1",0
"16839","NR_114027.1",0
"16840","NR_043857.1",0
"16841","NR_180932.1",0
"16842","NR_147755.1",0
"16843","NR_179570.1",0
"16844","NR_044210.1",0
"16845","NR_025248.1",0
"16846","NR_181816.1",0
"16847","NR_148770.1",0
"16848","NR_149820.1",0
"16849","NR_164872.1",0
"16850","NR_044045.1",0
"16851","NR_178749.1",0
"16852","NR_181285.1",0
"16853","NR_199487.1",0
"16854","NR_104206.1",0
"16855","NR_108298.1",0
"16856","NR_132667.1",0
"16857","NR_175538.1",0
"16858","NR_116654.1",0
"16859","NR_040827.1",0
"16860","NR_113838.1",0
"16861","NR_118790.1",0
"16862","NR_042934.1",0
"16863","NR_148313.1",0
"16864","NR_170473.1",0
"16865","NR_043014.1",0
"16866","NR_181375.1",0
"16867","NR_189223.1",0
"16868","NR_144715.1",0
"16869","NR_177003.1",0
"16870","NR_177004.1",0
"16871","NR_177005.1",0
"16872","NR_176996.1",0
"16873","NR_177006.1",0
"16874","NR_177007.1",0
"16875","NR_177037.1",0
"16876","NR_177038.1",0
"16877","NR_177883.1",0
"16878","NR_177884.1",0
"16879","NR_186879.1",0
"16880","NR_177885.1",0
"16881","NR_186869.1",0
"16882","NR_025334.1",0
"16883","NR_116603.1",0
"16884","NR_201832.1",0
"16885","NR_146368.1",0
"16886","NR_147738.1",0
"16887","NR_147737.1",0
"16888","NR_149220.1",0
"16889","NR_181359.1",0
"16890","NR_179813.1",0
"16891","NR_179838.1",0
"16892","NR_181598.1",0
"16893","NR_180392.1",0
"16894","NR_117037.1",0
"16895","NR_044547.1",0
"16896","NR_159190.1",0
"16897","NR_116679.1",0
"16898","NR_179737.1",0
"16899","NR_025456.1",0
"16900","NR_108907.1",0
"16901","NR_109312.1",0
"16902","NR_118425.1",0
"16903","NR_113054.1",0
"16904","NR_027572.1",0
"16905","NR_115900.1",0
"16906","NR_025977.1",0
"16907","NR_044916.1",0
"16908","NR_043757.1",0
"16909","NR_173618.1",0
"16910","NR_199881.1",0
"16911","NR_199882.1",0
"16912","NR_199883.1",0
"16913","NR_199943.1",0
"16914","NR_173493.1",0
"16915","NR_159234.1",0
"16916","NR_178885.1",0
"16917","NR_181628.1",0
"16918","NR_151967.1",0
"16919","NR_025027.1",0
"16920","NR_027198.1",0
"16921","NR_112061.1",0
"16922","NR_114185.1",0
"16923","NR_114475.1",0
"16924","NR_179852.1",0
"16925","NR_042963.1",0
"16926","NR_118007.1",0
"16927","NR_175419.1",0
"16928","NR_176519.1",0
"16929","NR_109625.1",0
"16930","NR_181655.1",0
"16931","NR_042641.1",0
"16932","NR_169367.1",0
"16933","NR_108470.1",0
"16934","NR_179029.1",0
"16935","NR_180002.1",0
"16936","NR_180044.1",0
"16937","NR_180045.1",0
"16938","NR_180046.1",0
"16939","NR_180047.1",0
"16940","NR_043622.1",0
"16941","NR_025593.1",0
"16942","NR_157015.1",0
"16943","NR_109099.1",0
"16944","NR_133801.1",0
"16945","NR_137213.1",0
"16946","NR_109063.1",0
"16947","NR_104732.1",0
"16948","NR_158023.1",0
"16949","NR_024814.1",0
"16950","NR_027212.1",0
"16951","NR_074604.1",0
"16952","NR_181973.1",0
"16953","NR_149293.1",0
"16954","NR_148253.1",0
"16955","NR_137227.1",0
"16956","NR_145945.1",0
"16957","NR_041533.1",0
"16958","NR_043700.1",0
"16959","NR_109672.1",0
"16960","NR_145557.1",0
"16961","NR_178898.1",0
"16962","NR_178498.1",0
"16963","NR_169391.1",0
"16964","NR_109123.1",0
"16965","NR_180712.1",0
"16966","NR_028001.1",0
"16967","NR_075027.2",0
"16968","NR_113330.1",0
"16969","NR_144698.1",0
"16970","NR_112740.1",0
"16971","NR_117544.1",0
"16972","NR_109124.1",0
"16973","NR_116461.1",0
"16974","NR_109112.1",0
"16975","NR_126270.1",0
"16976","NR_116624.1",0
"16977","NR_133033.1",0
"16978","NR_116424.1",0
"16979","NR_041240.1",0
"16980","NR_042257.1",0
"16981","NR_126261.1",0
"16982","NR_028952.1",0
"16983","NR_179965.1",0
"16984","NR_114348.1",0
"16985","NR_043778.1",0
"16986","NR_145558.2",0
"16987","NR_180967.1",0
"16988","NR_147387.1",0
"16989","NR_112845.1",0
"16990","NR_147388.1",0
"16991","NR_174304.1",0
"16992","NR_199488.1",0
"16993","NR_024655.1",0
"16994","NR_113758.1",0
"16995","NR_181352.1",0
"16996","NR_148583.1",0
"16997","NR_180695.1",0
"16998","NR_040784.1",0
"16999","NR_113754.1",0
"17000","NR_112017.1",0
"17001","NR_104714.1",0
"17002","NR_112020.1",0
"17003","NR_112018.1",0
"17004","NR_112019.1",0
"17005","NR_024652.1",0
"17006","NR_113624.1",0
"17007","NR_118264.1",0
"17008","NR_158026.1",0
"17009","NR_116378.1",0
"17010","NR_179947.1",0
"17011","NR_169364.1",0
"17012","NR_174270.1",0
"17013","NR_178495.1",0
"17014","NR_027580.1",0
"17015","NR_102908.1",0
"17016","NR_115901.1",0
"17017","NR_026040.1",0
"17018","NR_102905.1",0
"17019","NR_115902.1",0
"17020","NR_147751.1",0
"17021","NR_152087.1",0
"17022","NR_135900.1",0
"17023","NR_172674.1",0
"17024","NR_189699.1",0
"17025","NR_172675.1",0
"17026","NR_172676.1",0
"17027","NR_176550.1",0
"17028","NR_172657.1",0
"17029","NR_172672.1",0
"17030","NR_177041.1",0
"17031","NR_177886.1",0
"17032","NR_176542.1",0
"17033","NR_172673.1",0
"17034","NR_172659.1",0
"17035","NR_177055.1",0
"17036","NR_177019.1",0
"17037","NR_177887.1",0
"17038","NR_177888.1",0
"17039","NR_042977.1",0
"17040","NR_112897.1",0
"17041","NR_113074.1",0
"17042","NR_044636.1",0
"17043","NR_074535.1",0
"17044","NR_113075.1",0
"17045","NR_173550.1",0
"17046","NR_134780.1",0
"17047","NR_041312.1",0
"17048","NR_040810.1",0
"17049","NR_113253.1",0
"17050","NR_113913.1",0
"17051","NR_119223.1",0
"17052","NR_180090.1",0
"17053","NR_026239.1",0
"17054","NR_025470.1",0
"17055","NR_025471.1",0
"17056","NR_029279.1",0
"17057","NR_119161.1",0
"17058","NR_156159.1",0
"17059","NR_117435.1",0
"17060","NR_117436.1",0
"17061","NR_125564.1",0
"17062","NR_118586.1",0
"17063","NR_118545.1",0
"17064","NR_118585.1",0
"17065","NR_136851.2",0
"17066","NR_024755.1",0
"17067","NR_146815.1",0
"17068","NR_156988.1",0
"17069","NR_178752.1",0
"17070","NR_029338.2",0
"17071","NR_026303.1",0
"17072","NR_163646.1",0
"17073","NR_170425.1",0
"17074","NR_170445.1",0
"17075","NR_025432.1",0
"17076","NR_176535.1",0
"17077","NR_025522.1",0
"17078","NR_108293.1",0
"17079","NR_115564.1",0
"17080","NR_041998.1",0
"17081","NR_114553.1",0
"17082","NR_041753.1",0
"17083","NR_114552.1",0
"17084","NR_114740.1",0
"17085","NR_134109.1",0
"17086","NR_113170.1",0
"17087","NR_176602.1",0
"17088","NR_180815.1",0
"17089","NR_156040.1",0
"17090","NR_042571.2",0
"17091","NR_041504.1",0
"17092","NR_178510.1",0
"17093","NR_109321.1",0
"17094","NR_108900.1",0
"17095","NR_043805.1",0
"17096","NR_041503.1",0
"17097","NR_041502.1",0
"17098","NR_157624.1",0
"17099","NR_104531.1",0
"17100","NR_115277.1",0
"17101","NR_116100.1",0
"17102","NR_104945.2",0
"17103","NR_109551.1",0
"17104","NR_181019.1",0
"17105","NR_164973.1",0
"17106","NR_199489.1",0
"17107","NR_179615.1",0
"17108","NR_181929.1",0
"17109","NR_180580.1",0
"17110","NR_173694.1",0
"17111","NR_173693.1",0
"17112","NR_180810.1",0
"17113","NR_036821.1",0
"17114","NR_116938.1",0
"17115","NR_116939.1",0
"17116","NR_179506.1",0
"17117","NR_036820.1",0
"17118","NR_074414.1",0
"17119","NR_115110.1",0
"17120","NR_116937.1",0
"17121","NR_173692.1",0
"17122","NR_043087.1",0
"17123","NR_189248.1",0
"17124","NR_172616.1",0
"17125","NR_028890.1",0
"17126","NR_074978.1",0
"17127","NR_116759.1",0
"17128","NR_197713.1",0
"17129","NR_109477.1",0
"17130","NR_197715.1",0
"17131","NR_197716.1",0
"17132","NR_126299.1",0
"17133","NR_026259.1",0
"17134","NR_152057.1",0
"17135","NR_026504.1",0
"17136","NR_028752.1",0
"17137","NR_125571.1",0
"17138","NR_125570.1",0
"17139","NR_029097.1",0
"17140","NR_148297.1",0
"17141","NR_181701.1",0
"17142","NR_180590.1",0
"17143","NR_117903.1",0
"17144","NR_025860.1",0
"17145","NR_118785.1",0
"17146","NR_180471.1",0
"17147","NR_179050.1",0
"17148","NR_109544.1",0
"17149","NR_044923.1",0
"17150","NR_041820.1",0
"17151","NR_180869.1",0
"17152","NR_148296.1",0
"17153","NR_117016.1",0
"17154","NR_118626.1",0
"17155","NR_175462.1",0
"17156","NR_109109.1",0
"17157","NR_133802.1",0
"17158","NR_134110.1",0
"17159","NR_179601.1",0
"17160","NR_159903.1",0
"17161","NR_117927.1",0
"17162","NR_116813.1",0
"17163","NR_148834.1",0
"17164","NR_026483.1",0
"17165","NR_145890.1",0
"17166","NR_179745.1",0
"17167","NR_164922.1",0
"17168","NR_180123.1",0
"17169","NR_181458.1",0
"17170","NR_180346.1",0
"17171","NR_159076.1",0
"17172","NR_025402.1",0
"17173","NR_201833.1",0
"17174","NR_043056.1",0
"17175","NR_181813.1",0
"17176","NR_108532.1",0
"17177","NR_165752.1",0
"17178","NR_043886.1",0
"17179","NR_180680.1",0
"17180","NR_135714.1",0
"17181","NR_044808.1",0
"17182","NR_102940.1",0
"17183","NR_160523.1",0
"17184","NR_189191.1",0
"17185","NR_173629.1",0
"17186","NR_041253.1",0
"17187","NR_113000.1",0
"17188","NR_158075.1",0
"17189","NR_134111.1",0
"17190","NR_158123.1",0
"17191","NR_137270.1",0
"17192","NR_156084.1",0
"17193","NR_174280.1",0
"17194","NR_174279.1",0
"17195","NR_174281.1",0
"17196","NR_112112.1",0
"17197","NR_114511.1",0
"17198","NR_179526.1",0
"17199","NR_118156.1",0
"17200","NR_041340.1",0
"17201","NR_074793.2",0
"17202","NR_114470.1",0
"17203","NR_173600.1",0
"17204","NR_117868.1",0
"17205","NR_133803.1",0
"17206","NR_181837.1",0
"17207","NR_164981.1",0
"17208","NR_179913.1",0
"17209","NR_179990.1",0
"17210","NR_116344.1",0
"17211","NR_125656.1",0
"17212","NR_181524.1",0
"17213","NR_029001.1",0
"17214","NR_201834.1",0
"17215","NR_199417.1",0
"17216","NR_074100.1",0
"17217","NR_040990.1",0
"17218","NR_112834.1",0
"17219","NR_037133.1",0
"17220","NR_112833.1",0
"17221","NR_113620.1",0
"17222","NR_112029.1",0
"17223","NR_114175.1",0
"17224","NR_029188.1",0
"17225","NR_104759.1",0
"17226","NR_036979.1",0
"17227","NR_119086.1",0
"17228","NR_029268.1",0
"17229","NR_117687.2",0
"17230","NR_117688.2",0
"17231","NR_117689.2",0
"17232","NR_117690.2",0
"17233","NR_102463.1",0
"17234","NR_112111.1",0
"17235","NR_189728.1",0
"17236","NR_125585.1",0
"17237","NR_179553.1",0
"17238","NR_158057.1",0
"17239","NR_104545.1",0
"17240","NR_113171.1",0
"17241","NR_178553.1",0
"17242","NR_146016.1",0
"17243","NR_173630.1",0
"17244","NR_145578.1",0
"17245","NR_189211.1",0
"17246","NR_042427.1",0
"17247","NR_164911.1",0
"17248","NR_137211.1",0
"17249","NR_109523.1",0
"17250","NR_116967.1",0
"17251","NR_181955.1",0
"17252","NR_133804.1",0
"17253","NR_180667.1",0
"17254","NR_026233.1",0
"17255","NR_026234.1",0
"17256","NR_026235.1",0
"17257","NR_026194.1",0
"17258","NR_027199.1",0
"17259","NR_029281.1",0
"17260","NR_134782.1",0
"17261","NR_156841.1",0
"17262","NR_151978.1",0
"17263","NR_116365.1",0
"17264","NR_025489.1",0
"17265","NR_025490.1",0
"17266","NR_181131.1",0
"17267","NR_178529.1",0
"17268","NR_180511.1",0
"17269","NR_159149.1",0
"17270","NR_180136.1",0
"17271","NR_169354.1",0
"17272","NR_169406.1",0
"17273","NR_179981.1",0
"17274","NR_040893.1",0
"17275","NR_109546.1",0
"17276","NR_113750.1",0
"17277","NR_115595.1",0
"17278","NR_108602.1",0
"17279","NR_043293.1",0
"17280","NR_181769.1",0
"17281","NR_113577.1",0
"17282","NR_042091.1",0
"17283","NR_115584.1",0
"17284","NR_025882.1",0
"17285","NR_112163.1",0
"17286","NR_112728.1",0
"17287","NR_041380.1",0
"17288","NR_042089.1",0
"17289","NR_117034.1",0
"17290","NR_117035.1",0
"17291","NR_117080.1",0
"17292","NR_180326.1",0
"17293","NR_027213.1",0
"17294","NR_144710.1",0
"17295","NR_180567.1",0
"17296","NR_040890.1",0
"17297","NR_114809.1",0
"17298","NR_118834.1",0
"17299","NR_178944.1",0
"17300","NR_156978.1",0
"17301","NR_152638.1",0
"17302","NR_151893.1",0
"17303","NR_159141.1",0
"17304","NR_180643.1",0
"17305","NR_178522.1",0
"17306","NR_043256.1",0
"17307","NR_157995.1",0
"17308","NR_025391.1",0
"17309","NR_159222.1",0
"17310","NR_179192.1",0
"17311","NR_042272.1",0
"17312","NR_042756.1",0
"17313","NR_113988.1",0
"17314","NR_132612.1",0
"17315","NR_025299.1",0
"17316","NR_179546.1",0
"17317","NR_148789.1",0
"17318","NR_148884.1",0
"17319","NR_148885.1",0
"17320","NR_148886.1",0
"17321","NR_148887.1",0
"17322","NR_148888.1",0
"17323","NR_148889.1",0
"17324","NR_148890.1",0
"17325","NR_148891.1",0
"17326","NR_148892.1",0
"17327","NR_025106.1",0
"17328","NR_132605.1",0
"17329","NR_181760.1",0
"17330","NR_179674.1",0
"17331","NR_116303.1",0
"17332","NR_199490.1",0
"17333","NR_024857.1",0
"17334","NR_112162.1",0
"17335","NR_044403.1",0
"17336","NR_118012.1",0
"17337","NR_148814.1",0
"17338","NR_181854.1",0
"17339","NR_148613.1",0
"17340","NR_043789.1",0
"17341","NR_116564.1",0
"17342","NR_108483.1",0
"17343","NR_117196.1",0
"17344","NR_040885.1",0
"17345","NR_113827.1",0
"17346","NR_115623.1",0
"17347","NR_178813.1",0
"17348","NR_025024.1",0
"17349","NR_040854.1",0
"17350","NR_112053.1",0
"17351","NR_113797.1",0
"17352","NR_043415.1",0
"17353","NR_113751.1",0
"17354","NR_117450.1",0
"17355","NR_042189.1",0
"17356","NR_151901.1",0
"17357","NR_044325.1",0
"17358","NR_025372.1",0
"17359","NR_159285.1",0
"17360","NR_178606.1",0
"17361","NR_149778.1",0
"17362","NR_040891.1",0
"17363","NR_113803.1",0
"17364","NR_115596.1",0
"17365","NR_178784.1",0
"17366","NR_104277.1",0
"17367","NR_169361.1",0
"17368","NR_118592.1",0
"17369","NR_136852.1",0
"17370","NR_042861.1",0
"17371","NR_178948.1",0
"17372","NR_134112.1",0
"17373","NR_115947.1",0
"17374","NR_133805.1",0
"17375","NR_037017.1",0
"17376","NR_028674.1",0
"17377","NR_025666.1",0
"17378","NR_112054.1",0
"17379","NR_113796.1",0
"17380","NR_113885.1",0
"17381","NR_115140.1",0
"17382","NR_179026.1",0
"17383","NR_135705.1",0
"17384","NR_178645.1",0
"17385","NR_178782.1",0
"17386","NR_148622.1",0
"17387","NR_156839.1",0
"17388","NR_145888.1",0
"17389","NR_181417.1",0
"17390","NR_029071.1",0
"17391","NR_178651.1",0
"17392","NR_117365.1",0
"17393","NR_180094.1",0
"17394","NR_181098.1",0
"17395","NR_043861.1",0
"17396","NR_043728.1",0
"17397","NR_043219.1",0
"17398","NR_146017.1",0
"17399","NR_181093.1",0
"17400","NR_041519.1",0
"17401","NR_044223.1",0
"17402","NR_178650.1",0
"17403","NR_115080.1",0
"17404","NR_116449.1",0
"17405","NR_116450.1",0
"17406","NR_116451.1",0
"17407","NR_116452.1",0
"17408","NR_116453.1",0
"17409","NR_116454.1",0
"17410","NR_116455.1",0
"17411","NR_116456.1",0
"17412","NR_116457.1",0
"17413","NR_040883.1",0
"17414","NR_113748.1",0
"17415","NR_115597.1",0
"17416","NR_024759.1",0
"17417","NR_113853.2",0
"17418","NR_181147.1",0
"17419","NR_136879.1",0
"17420","NR_028886.1",0
"17421","NR_025085.1",0
"17422","NR_134114.1",0
"17423","NR_043220.1",0
"17424","NR_169340.1",0
"17425","NR_136823.1",0
"17426","NR_148320.1",0
"17427","NR_197668.1",0
"17428","NR_152687.1",0
"17429","NR_041051.1",0
"17430","NR_109318.1",0
"17431","NR_165759.1",0
"17432","NR_042577.1",0
"17433","NR_114076.1",0
"17434","NR_116440.1",0
"17435","NR_178542.1",0
"17436","NR_144734.1",0
"17437","NR_040884.1",0
"17438","NR_113828.1",0
"17439","NR_115624.1",0
"17440","NR_165679.1",0
"17441","NR_156979.1",0
"17442","NR_042009.1",0
"17443","NR_108639.1",0
"17444","NR_040894.1",0
"17445","NR_113804.1",0
"17446","NR_115598.1",0
"17447","NR_024752.1",0
"17448","NR_114210.1",0
"17449","NR_157640.1",0
"17450","NR_044395.1",0
"17451","NR_028747.1",0
"17452","NR_025169.1",0
"17453","NR_145628.1",0
"17454","NR_025739.1",0
"17455","NR_156905.1",0
"17456","NR_042947.1",0
"17457","NR_112166.1",0
"17458","NR_118956.1",0
"17459","NR_115120.1",0
"17460","NR_040882.1",0
"17461","NR_112724.1",0
"17462","NR_115599.1",0
"17463","NR_117185.1",0
"17464","NR_178252.1",0
"17465","NR_040889.1",0
"17466","NR_114457.1",0
"17467","NR_115981.1",0
"17468","NR_118573.1",0
"17469","NR_151902.1",0
"17470","NR_178521.1",0
"17471","NR_159295.1",0
"17472","NR_134115.1",0
"17473","NR_179124.1",0
"17474","NR_165673.1",0
"17475","NR_165674.1",0
"17476","NR_165675.1",0
"17477","NR_165676.1",0
"17478","NR_173496.1",0
"17479","NR_181068.1",0
"17480","NR_181233.1",0
"17481","NR_040886.1",0
"17482","NR_112729.1",0
"17483","NR_115585.1",0
"17484","NR_118419.1",0
"17485","NR_118960.1",0
"17486","NR_044830.1",0
"17487","NR_112165.1",0
"17488","NR_041635.1",0
"17489","NR_148618.1",0
"17490","NR_132694.1",0
"17491","NR_178385.1",0
"17492","NR_029098.1",0
"17493","NR_115175.1",0
"17494","NR_041381.1",0
"17495","NR_165764.1",0
"17496","NR_145626.1",0
"17497","NR_041929.1",0
"17498","NR_180568.1",0
"17499","NR_108263.1",0
"17500","NR_163642.1",0
"17501","NR_179128.1",0
"17502","NR_041579.1",0
"17503","NR_043153.1",0
"17504","NR_028675.1",0
"17505","NR_116536.1",0
"17506","NR_041491.1",0
"17507","NR_028817.1",0
"17508","NR_148587.1",0
"17509","NR_159223.1",0
"17510","NR_028842.1",0
"17511","NR_134783.2",0
"17512","NR_179097.1",0
"17513","NR_180160.1",0
"17514","NR_175540.1",0
"17515","NR_118217.1",0
"17516","NR_028887.1",0
"17517","NR_136822.1",0
"17518","NR_169365.1",0
"17519","NR_153707.1",0
"17520","NR_164873.1",0
"17521","NR_180200.1",0
"17522","NR_040853.1",0
"17523","NR_112164.1",0
"17524","NR_113627.1",0
"17525","NR_180162.1",0
"17526","NR_179131.1",0
"17527","NR_145634.1",0
"17528","NR_180577.1",0
"17529","NR_042757.1",0
"17530","NR_113987.1",0
"17531","NR_044487.1",0
"17532","NR_197680.1",0
"17533","NR_042092.1",0
"17534","NR_113769.1",0
"17535","NR_115601.1",0
"17536","NR_112161.1",0
"17537","NR_117739.1",0
"17538","NR_117740.1",0
"17539","NR_117741.1",0
"17540","NR_117742.1",0
"17541","NR_117743.1",0
"17542","NR_117744.1",0
"17543","NR_148839.1",0
"17544","NR_179441.1",0
"17545","NR_108292.1",0
"17546","NR_043008.1",0
"17547","NR_137363.1",0
"17548","NR_181094.1",0
"17549","NR_181095.1",0
"17550","NR_117366.1",0
"17551","NR_117367.1",0
"17552","NR_126271.1",0
"17553","NR_165784.1",0
"17554","NR_170491.1",0
"17555","NR_178486.1",0
"17556","NR_181097.1",0
"17557","NR_181096.1",0
"17558","NR_112565.1",0
"17559","NR_037006.1",0
"17560","NR_112117.1",0
"17561","NR_112641.1",0
"17562","NR_114810.1",0
"17563","NR_117720.2",0
"17564","NR_117721.2",0
"17565","NR_117722.2",0
"17566","NR_117723.2",0
"17567","NR_117724.2",0
"17568","NR_117725.2",0
"17569","NR_117726.2",0
"17570","NR_117727.2",0
"17571","NR_117728.2",0
"17572","NR_117729.2",0
"17573","NR_117730.2",0
"17574","NR_117731.2",0
"17575","NR_117732.2",0
"17576","NR_117733.2",0
"17577","NR_108250.1",0
"17578","NR_040888.1",0
"17579","NR_114456.1",0
"17580","NR_115980.1",0
"17581","NR_145559.1",0
"17582","NR_132304.1",0
"17583","NR_116828.1",0
"17584","NR_180424.1",0
"17585","NR_044179.1",0
"17586","NR_165668.1",0
"17587","NR_165669.1",0
"17588","NR_180600.1",0
"17589","NR_044486.1",0
"17590","NR_178753.1",0
"17591","NR_117451.1",0
"17592","NR_116496.1",0
"17593","NR_136479.1",0
"17594","NR_156153.1",0
"17595","NR_134116.1",0
"17596","NR_148658.1",0
"17597","NR_133806.1",0
"17598","NR_116949.1",0
"17599","NR_175439.1",0
"17600","NR_156842.1",0
"17601","NR_137245.1",0
"17602","NR_043166.1",0
"17603","NR_181067.1",0
"17604","NR_181234.1",0
"17605","NR_116517.1",0
"17606","NR_116256.1",0
"17607","NR_145904.1",0
"17608","NR_180498.1",0
"17609","NR_179433.1",0
"17610","NR_043729.1",0
"17611","NR_122054.1",0
"17612","NR_122063.1",0
"17613","NR_122064.1",0
"17614","NR_122065.1",0
"17615","NR_122066.1",0
"17616","NR_121732.2",0
"17617","NR_117438.1",0
"17618","NR_146674.1",0
"17619","NR_169456.1",0
"17620","NR_025754.1",0
"17621","NR_115176.1",0
"17622","NR_108601.1",0
"17623","NR_151983.1",0
"17624","NR_134117.1",0
"17625","NR_133807.1",0
"17626","NR_125594.1",0
"17627","NR_179437.1",0
"17628","NR_165702.1",0
"17629","NR_041580.1",0
"17630","NR_043693.1",0
"17631","NR_178643.1",0
"17632","NR_125462.1",0
"17633","NR_159294.1",0
"17634","NR_041578.1",0
"17635","NR_152053.1",0
"17636","NR_156836.1",0
"17637","NR_180735.1",0
"17638","NR_197678.1",0
"17639","NR_179779.1",0
"17640","NR_153706.1",0
"17641","NR_159229.1",0
"17642","NR_152686.1",0
"17643","NR_043708.1",0
"17644","NR_175458.1",0
"17645","NR_115751.1",0
"17646","NR_117421.1",0
"17647","NR_116973.1",0
"17648","NR_025474.1",0
"17649","NR_199491.1",0
"17650","NR_134118.1",0
"17651","NR_178528.1",0
"17652","NR_044428.1",0
"17653","NR_109595.1",0
"17654","NR_044007.1",0
"17655","NR_118393.1",0
"17656","NR_044102.1",0
"17657","NR_117961.1",0
"17658","NR_180754.1",0
"17659","NR_180883.1",0
"17660","NR_180753.1",0
"17661","NR_025170.1",0
"17662","NR_147741.1",0
"17663","NR_041398.1",0
"17664","NR_178371.1",0
"17665","NR_041490.1",0
"17666","NR_169482.1",0
"17667","NR_114344.1",0
"17668","NR_040887.1",0
"17669","NR_113795.1",0
"17670","NR_114808.1",0
"17671","NR_115600.1",0
"17672","NR_181636.1",0
"17673","NR_104532.1",0
"17674","NR_116788.1",0
"17675","NR_116789.1",0
"17676","NR_178757.1",0
"17677","NR_115198.1",0
"17678","NR_115199.1",0
"17679","NR_159909.1",0
"17680","NR_159910.1",0
"17681","NR_157638.1",0
"17682","NR_178503.1",0
"17683","NR_179515.1",0
"17684","NR_178986.1",0
"17685","NR_044525.1",0
"17686","NR_037003.1",0
"17687","NR_114621.1",0
"17688","NR_114622.1",0
"17689","NR_114623.1",0
"17690","NR_114624.1",0
"17691","NR_114625.1",0
"17692","NR_114626.1",0
"17693","NR_181078.1",0
"17694","NR_115990.1",0
"17695","NR_109462.1",0
"17696","NR_137255.1",0
"17697","NR_117012.1",0
"17698","NR_044178.1",0
"17699","NR_040892.1",0
"17700","NR_113753.1",0
"17701","NR_115586.1",0
"17702","NR_136853.1",0
"17703","NR_199492.1",0
"17704","NR_117618.1",0
"17705","NR_145946.1",0
"17706","NR_108291.1",0
"17707","NR_043229.1",0
"17708","NR_136854.1",0
"17709","NR_042244.1",0
"17710","NR_159286.1",0
"17711","NR_137226.1",0
"17712","NR_179150.1",0
"17713","NR_043221.1",0
"17714","NR_044524.1",0
"17715","NR_116719.1",0
"17716","NR_029109.1",0
"17717","NR_112906.1",0
"17718","NR_178867.1",0
"17719","NR_179773.1",0
"17720","NR_146701.1",0
"17721","NR_148734.1",0
"17722","NR_148735.1",0
"17723","NR_148736.1",0
"17724","NR_148737.1",0
"17725","NR_148738.1",0
"17726","NR_148739.1",0
"17727","NR_148740.1",0
"17728","NR_148741.1",0
"17729","NR_148742.1",0
"17730","NR_148743.1",0
"17731","NR_145625.1",0
"17732","NR_043876.1",0
