"","rad_dada2_accession_all","Freq"
"12074","A8990_RS23190",0
"12075","A8990_RS27225",0
"12076","A8990_RS28595",0
"12077","A8990_RS29635",0
"12078","A8990_RS30340",0
"12079","B9O19_RS04555",0
"12080","B9O19_RS07725",0
"12081","NMS_RS00025",0
"12082","NMS_RS06435",0
"12083","ACJ7Z0_RS13330",0
"12084","EIO00_RS17435",0
"12085","AN946_RS07415",0
"12086","AN946_RS10185",0
"12087","ACVGV2_RS05050",0
"12088","ACVGV2_RS06300",0
"12089","ACVGV2_RS09030",0
"12090","ACVGV2_RS11150",0
"12091","ACVGV2_RS17235",0
"12092","ACVGV2_RS20130",0
"12093","RN607_RS04570",0
"12094","RN607_RS07955",0
"12095","IE116_RS25735",0
"12096","FH976_RS15670",0
"12097","CLV59_RS28720",0
"12098","ACFYE1_RS17105",0
"12099","DFR88_RS09435",0
"12100","CDH48_RS15215",0
"12101","CDH48_RS17400",0
"12102","CDH48_RS19005",0
"12103","CDH48_RS19035",0
"12104","CDH48_RS19065",0
"12105","CDH48_RS14065",0
"12106","TO73_RS01310",0
"12107","TO73_RS09535",0
"12108","LNTAR_RS24365",0
"12109","LNTAR_RS24395",0
"12110","LNTAR_RS21605",0
"12111","LNTAR_RS20350",0
"12112","LNTAR_RS17880",0
"12113","LNTAR_RS16850",0
"12114","LNTAR_RS04440",0
"12115","LNTAR_RS03375",0
"12116","G8O30_RS00040",0
"12117","G8O30_RS00055",0
"12118","G8O30_RS01865",0
"12119","G8O30_RS10405",0
"12120","G8O30_RS13720",0
"12121","G8O30_RS13835",0
"12122","G8O30_RS14135",0
"12123","G8O30_RS14205",0
"12124","G8O30_RS14595",0
"12125","G8O30_RS15375",0
"12126","G8O30_RS15885",0
"12127","G8O30_RS15900",0
"12128","DFR52_RS24060",0
"12129","AWU74_RS01305",0
"12130","AWU74_RS06835",0
"12131","HCH01S_RS23525",0
"12132","PGLA_RS28470",0
"12133","PGLA_RS28485",0
"12134","PGLA_RS07965",0
"12135","PGLA_RS08400",0
"12136","PGLA_RS11230",0
"12137","PGLA_RS13555",0
"12138","PGLA_RS17505",0
"12139","PGLA_RS28600",0
"12140","PGLA_RS18960",0
"12141","PGLA_RS28625",0
"12142","PGLA_RS22190",0
"12143","ACYVAG_RS17575",0
"12144","OXPF_RS05080",0
"12145","OXPF_RS06100",0
"12146","OXPF_RS17195",0
"12147","G6N68_RS19965",0
"12148","BBAG_RS00120",0
"12149","BBAG_RS00160",0
"12150","BBAG_RS00745",0
"12151","BBAG_RS01865",0
"12152","SK061_RS00040",0
"12153","SK061_RS00175",0
"12154","SK061_RS00505",0
"12155","SK061_RS00565",0
"12156","SK061_RS01020",0
"12157","SK061_RS03560",0
"12158","SK061_RS05255",0
"12159","SK061_RS19060",0
"12160","ACJDUH_RS09840",0
"12161","ACJDUH_RS19665",0
"12162","ACJDUH_RS19670",0
"12163","KTO58_RS20490",0
"12164","KTO58_RS20505",0
"12165","KTO58_RS20535",0
"12166","ACFFN1_RS13720",0
"12167","bcor_RS00110",0
"12168","bcor_RS00505",0
"12169","bcor_RS00520",0
"12170","ACFCW2_RS03020",0
"12171","CLV41_RS27325",0
"12172","GKZ89_RS12270",0
"12173","GKZ89_RS15540",0
"12174","GKZ89_RS16895",0
"12175","GKZ89_RS17630",0
"12176","GKZ89_RS20075",0
"12177","GKZ89_RS20290",0
"12178","GKZ89_RS20625",0
"12179","GKZ89_RS20730",0
"12180","GKZ89_RS20855",0
"12181","L9W92_RS09440",0
"12182","L9W92_RS12580",0
"12183","L9W92_RS18430",0
"12184","K3177_RS14490",0
"12185","K3177_RS14530",0
"12186","M983_RS16430",0
"12187","ACYVKY_RS05040",0
"12188","ACYVKY_RS16450",0
"12189","ACYVKY_RS20290",0
"12190","GRFL_RS00020",0
"12191","GRFL_RS02225",0
"12192","GRFL_RS04815",0
"12193","ABD743_RS44310",0
"12194","RV15_RS18310",0
"12195","AYC61_RS06780",0
"12196","AYC61_RS19170",0
"12197","ABEA34_RS24100",0
"12198","KCTC32516_RS07115",0
"12199","KCTC32516_RS08500",0
"12200","FJM51_RS25525",0
"12201","FJM51_RS22895",0
"12202","FJM51_RS25455",0
"12203","Thiofri_RS06870",0
"12204","Thiofri_RS06895",0
"12205","QEN71_RS07575",0
"12206","QEN71_RS14095",0
"12207","QEN71_RS21305",0
"12208","QEN71_RS23965",0
"12209","QEN71_RS27490",0
"12210","QEN71_RS28385",0
"12211","QIA21_RS02725",0
"12212","CM240_RS00040",0
"12213","CM240_RS00250",0
"12214","CM240_RS00290",0
"12215","CM240_RS00685",0
"12216","CM240_RS00895",0
"12217","CM240_RS01335",0
"12218","CM240_RS06455",0
"12219","CM240_RS12320",0
"12220","OPR62_RS00935",0
"12221","D1Z90_RS19985",0
"12222","CYJ57_RS00950",0
"12223","CYJ57_RS07665",0
"12224","CYJ57_RS07710",0
"12225","CYJ57_RS03675",0
"12226","A6V36_RS32375",0
"12227","H9660_RS13275",0
"12228","H9660_RS15385",0
"12229","QJS83_RS14705",0
"12230","HD599_RS00005",0
"12231","HD599_RS03530",0
"12232","AANAER_RS10875",0
"12233","AANAER_RS12575",0
"12234","AANAER_RS14445",0
"12235","AANAER_RS14475",0
"12236","C230_RS0101090",0
"12237","C230_RS0103130",0
"12238","C230_RS0103335",0
"12239","C230_RS0103960",0
"12240","ABID41_RS19340",0
"12241","CD175_RS14705",0
"12242","I6N96_RS19670",0
"12243","I6N96_RS06530",0
"12244","CARG_RS02190",0
"12245","CARG_RS04300",0
"12246","CARG_RS08100",0
"12247","CARG_RS09205",0
"12248","G3O08_RS04455",0
"12249","Q4Q40_RS23940",0
"12250","B5D42_RS17775",0
"12251","B5D42_RS03065",0
"12252","B5D42_RS05710",0
"12253","F8M47_RS08125",0
"12254","F8M47_RS08160",0
"12255","K7X70_RS24330",0
"12256","MWG26_RS00080",0
"12257","MWG26_RS16570",0
"12258","MWG26_RS16620",0
"12259","MWG26_RS18260",0
"12260","HGPT_RS08625",0
"12261","AWB93_RS23670",0
"12262","MX659_RS06530",0
"12263","QK892_RS18390",0
"12264","QK892_RS18405",0
"12265","OOT43_RS07115",0
"12266","OOT43_RS14775",0
"12267","ACFQDM_RS13380",0
"12268","ACFQDM_RS19545",0
"12269","BLV05_RS14975",0
"12270","BLV05_RS18225",0
"12271","J2S24_RS06230",0
"12272","J2S24_RS10625",0
"12273","J2S24_RS10890",0
"12274","ACSSNL_RS07730",0
"12275","ACSSNL_RS09930",0
"12276","ACSSNL_RS15170",0
"12277","ACSSNL_RS15945",0
"12278","BUA80_RS07645",0
"12279","BUA80_RS00010",0
"12280","BUA80_RS00015",0
"12281","BUA80_RS09605",0
"12282","BUA80_RS06785",0
"12283","BUA80_RS02985",0
"12284","BUA80_RS10415",0
"12285","BUA80_RS10360",0
"12286","KCG45_RS02530",0
"12287","JT717_RS28225",0
"12288","C5L23_RS04300",0
"12289","C5L23_RS03790",0
"12290","C5L23_RS08075",0
"12291","C5L23_RS04320",0
"12292","C5L23_RS00430",0
"12293","OCA8868_RS13395",0
"12294","KHA97_RS08640",0
"12295","KHA97_RS16095",0
"12296","KHA97_RS19620",0
"12297","KHA97_RS21645",0
"12298","KHA97_RS22575",0
"12299","KHA97_RS23285",0
"12300","KHA97_RS23710",0
"12301","KHA97_RS23775",0
"12302","SER39006_RS00940",0
"12303","SER39006_RS02250",0
"12304","SER39006_RS02445",0
"12305","SER39006_RS03645",0
"12306","SER39006_RS04910",0
"12307","SER39006_RS07415",0
"12308","SER39006_RS08440",0
"12309","ABD017_RS06635",0
"12310","ABD017_RS08525",0
"12311","D7V20_RS18380",0
"12312","HR060_RS18915",0
"12313","FV560_RS19865",0
"12314","SIL79_RS04905",0
"12315","SIL79_RS04950",0
"12316","SIL79_RS05680",0
"12317","SIL79_RS05730",0
"12318","SIL79_RS06940",0
"12319","SIL79_RS07290",0
"12320","SIL79_RS11120",0
"12321","SIL79_RS18570",0
"12322","C2869_RS07300",0
"12323","C2869_RS07875",0
"12324","C2869_RS07890",0
"12325","C2869_RS11565",0
"12326","C2869_RS13040",0
"12327","C2869_RS17815",0
"12328","C2869_RS20195",0
"12329","ACYVOF_RS18430",0
"12330","ACYVOF_RS20165",0
"12331","CA2015_RS09090",0
"12332","CA2015_RS13400",0
"12333","CA2015_RS13420",0
"12334","CA2015_RS13900",0
"12335","QVZ43_RS16405",0
"12336","B5D06_RS08780",0
"12337","LEP1GSC050_RS17440",0
"12338","LEP1GSC050_RS06450",0
"12339","LEP1GSC050_RS03335",0
"12340","HNQ08_RS03605",0
"12341","HNQ08_RS03610",0
"12342","HNQ08_RS27030",0
"12343","H3H45_RS19975",0
"12344","A7A69_RS08770",0
"12345","CQA57_RS08040",0
"12346","B9Y70_RS12520",0
"12347","E0E18_RS01305",0
"12348","E0E18_RS08580",0
"12349","E0E18_RS11900",0
"12350","GBZ86_RS13000",0
"12351","GBZ86_RS16545",0
"12352","GBZ86_RS16635",0
"12353","E6C76_RS13225",0
"12354","E6C76_RS21875",0
"12355","ASN_RS08195",0
"12356","ASN_RS09335",0
"12357","ASN_RS10450",0
"12358","ASN_RS14375",0
"12359","ASN_RS15865",0
"12360","GN331_RS00835",0
"12361","GN331_RS02240",0
"12362","ACIGIG_RS06880",0
"12363","ACIGIG_RS19160",0
"12364","BLS89_RS10170",0
"12365","V2S66_RS34270",0
"12366","OM962_RS03185",0
"12367","ACYVB1_RS00470",0
"12368","H9646_RS18275",0
"12369","FKCLFG_RS02530",0
"12370","FKCLFG_RS12480",0
"12371","FKCLFG_RS14855",0
"12372","FKCLFG_RS16410",0
"12373","D5S08_RS16170",0
"12374","RB_RS19355",0
"12375","AFE02nite_RS04615",0
"12376","D0857_RS00005",0
"12377","D0857_RS12080",0
"12378","D0857_RS12115",0
"12379","D0857_RS12125",0
"12380","D0857_RS12140",0
"12381","CLAC_RS06880",0
"12382","CLAC_RS09870",0
"12383","CLAC_RS11925",0
"12384","TKWG_RS12460",0
"12385","TKWG_RS15265",0
"12386","BARCL_RS05265",0
"12387","BARCL_RS05370",0
"12388","BK585_RS00490",0
"12389","BK585_RS01000",0
"12390","BK585_RS01360",0
"12391","BK585_RS01385",0
"12392","BK585_RS02350",0
"12393","BK585_RS04520",0
"12394","BK585_RS12230",0
"12395","BK585_RS13345",0
"12396","BK585_RS22310",0
"12397","BK585_RS22395",0
"12398","BK585_RS22695",0
"12399","ABD256_RS43915",0
"12400","BUB19_RS23765",0
"12401","BUB19_RS16410",0
"12402","U2F25_RS35460",0
"12403","AAAH10_RS16500",0
"12404","BKK48_RS08245",0
"12405","STH12_RS05845",0
"12406","STH12_RS12360",0
"12407","STH12_RS17990",0
"12408","STH12_RS18415",0
"12409","STH12_RS19305",0
"12410","STH12_RS19635",0
"12411","STH12_RS19665",0
"12412","STH12_RS20155",0
"12413","ACZ42P_RS00355",0
"12414","ACZ42P_RS10910",0
"12415","IE290_RS37550",0
"12416","DPRO_RS04780",0
"12417","DPRO_RS05335",0
"12418","DPRO_RS07295",0
"12419","V3596_RS21650",0
"12420","V3596_RS21675",0
"12421","J6I44_RS20440",0
"12422","PK35_RS16920",0
"12423","OO775_RS00025",0
"12424","ACKTS9_RS02225",0
"12425","ACKTS9_RS03760",0
"12426","ACKTS9_RS10780",0
"12427","GOB87_RS16055",0
"12428","ELI_RS00760",0
"12429","ELI_RS04320",0
"12430","ELI_RS12780",0
"12431","ELI_RS17370",0
"12432","ELI_RS19500",0
"12433","OW489_RS00445",0
"12434","OW489_RS07285",0
"12435","ACOMDU_RS02885",0
"12436","ACOMDU_RS07160",0
"12437","ACOMDU_RS13115",0
"12438","ACGHYJ_RS03240",0
"12439","ACGHYJ_RS05795",0
"12440","ACGHYJ_RS09070",0
"12441","OCU35_RS00105",0
"12442","OCU35_RS00285",0
"12443","OCU35_RS00480",0
"12444","OCU35_RS00500",0
"12445","OCU35_RS01360",0
"12446","OCU35_RS01375",0
"12447","OCU35_RS01400",0
"12448","OCU35_RS10875",0
"12449","OCU35_RS13040",0
"12450","A9E74_RS13675",0
"12451","C3E77_RS00880",0
"12452","C3E77_RS05430",0
"12453","C3E77_RS11955",0
"12454","H8R24_RS17970",0
"12455","JN531_RS07710",0
"12456","JN531_RS10810",0
"12457","IV417_RS11425",0
"12458","IV417_RS13050",0
"12459","C3L37_RS24035",0
"12460","MOP44_RS27095",0
"12461","OQJ26_RS01370",0
"12462","OQJ26_RS19210",0
"12463","EAH68_RS14635",0
"12464","QQX04_RS14570",0
"12465","FHS86_RS18940",0
"12466","DIS04_RS20250",0
"12467","DIS04_RS20325",0
"12468","R4B61_RS00025",0
"12469","R4B61_RS00540",0
"12470","R4B61_RS02125",0
"12471","R4B61_RS02140",0
"12472","R4B61_RS02660",0
"12473","R4B61_RS04185",0
"12474","GMA8713_RS03875",0
"12475","GMA8713_RS07035",0
"12476","GMA8713_RS10125",0
"12477","GMA8713_RS15895",0
"12478","GMA8713_RS16515",0
"12479","GMA8713_RS19785",0
"12480","GMA8713_RS23775",0
"12481","GMA8713_RS25685",0
"12482","GMA8713_RS25810",0
"12483","GMA8713_RS25840",0
"12484","HBA55_RS37005",0
"12485","HBA55_RS37150",0
"12486","DYH43_RS00040",0
"12487","DYH43_RS00145",0
"12488","DYH43_RS00420",0
"12489","DYH43_RS00480",0
"12490","DYH43_RS10460",0
"12491","DYH43_RS11975",0
"12492","DYH43_RS12485",0
"12493","DYH43_RS12840",0
"12494","DYH43_RS14140",0
"12495","A8O25_RS21870",0
"12496","C7R56_RS08985",0
"12497","C7U55_RS10150",0
"12498","C7U55_RS03375",0
"12499","C7U55_RS12990",0
"12500","C7U55_RS13105",0
"12501","C7U55_RS13150",0
"12502","C7U55_RS13235",0
"12503","C7U55_RS13240",0
"12504","C7U55_RS13375",0
"12505","C7U55_RS06915",0
"12506","RIdsm_RS22265",0
"12507","F3J37_RS27770",0
"12508","F3J37_RS27895",0
"12509","F3J37_RS27935",0
"12510","F3J37_RS27985",0
"12511","CJO11_RS10775",0
"12512","T523_RS05160",0
"12513","T523_RS00005",0
"12514","T523_RS03605",0
"12515","T523_RS03780",0
"12516","OTK55_RS00015",0
"12517","OTK55_RS04675",0
"12518","NQ494_RS03445",0
"12519","NQ494_RS09130",0
"12520","NQ494_RS10485",0
"12521","NQ494_RS11205",0
"12522","NQ494_RS13130",0
"12523","ABD648_RS20210",0
"12524","CGL_RS00410",0
"12525","CGL_RS04080",0
"12526","CGL_RS07040",0
"12527","CGL_RS12710",0
"12528","CGL_RS12740",0
"12529","CGL_RS14660",0
"12530","H526_RS0117845",0
"12531","BG90_RS01715",0
"12532","BG90_RS08830",0
"12533","BG90_RS09920",0
"12534","BG90_RS30790",0
"12535","FGD68_RS12385",0
"12536","FGD68_RS15030",0
"12537","QTL98_RS02755",0
"12538","QTL98_RS06235",0
"12539","QTL98_RS19485",0
"12540","QTL98_RS20710",0
"12541","FY030_RS08930",0
"12542","FY030_RS11795",0
"12543","ABD906_RS10020",0
"12544","SDD30_RS17315",0
"12545","K6123_RS23060",0
"12546","AXK12_RS03250",0
"12547","LGQ02_RS00045",0
"12548","LGQ02_RS00195",0
"12549","LGQ02_RS00490",0
"12550","LGQ02_RS00560",0
"12551","LGQ02_RS02590",0
"12552","LGQ02_RS04965",0
"12553","LGQ02_RS09535",0
"12554","LGQ02_RS11755",0
"12555","LGQ02_RS12950",0
"12556","LGQ02_RS17140",0
"12557","LGQ02_RS18255",0
"12558","FC33_RS00890",0
"12559","BUQ95_RS17520",0
"12560","BUQ95_RS05810",0
"12561","BUQ95_RS08075",0
"12562","BUQ95_RS10790",0
"12563","BUQ95_RS11365",0
"12564","BUQ95_RS11655",0
"12565","BUQ95_RS12670",0
"12566","BUQ95_RS12820",0
"12567","BUQ95_RS12910",0
"12568","JTV28_RS10885",0
"12569","JTV28_RS11540",0
"12570","C513_RS0112205",0
"12571","GWC95_RS15230",0
"12572","HAV40_RS30345",0
"12573","HAV40_RS37840",0
"12574","HAV40_RS37860",0
"12575","HAV40_RS37875",0
"12576","HAV40_RS19315",0
"12577","ACFKSJ_RS01405",0
"12578","ACFKSJ_RS03885",0
"12579","ACFKSJ_RS05870",0
"12580","ACQIL5_RS14605",0
"12581","ACQIL5_RS00005",0
"12582","ACQIL5_RS15570",0
"12583","ACQIL5_RS15580",0
"12584","ACQIL5_RS15615",0
"12585","ACQIL5_RS15620",0
"12586","ACQIL5_RS07170",0
"12587","ACQIL5_RS12940",0
"12588","FRE64_RS01940",0
"12589","FRE64_RS05480",0
"12590","G9X62_RS00975",0
"12591","G9X62_RS03925",0
"12592","G9X62_RS06785",0
"12593","GXM16_RS22610",0
"12594","GQE99_RS20425",0
"12595","AAHM80_RS00900",0
"12596","PGB28_RS21115",0
"12597","ACWJ8T_RS06930",0
"12598","ACWJ8T_RS09655",0
"12599","ACWJ8T_RS15805",0
"12600","ACWJ8T_RS17880",0
"12601","EL326_RS07865",0
"12602","EL326_RS10275",0
"12603","EL326_RS12805",0
"12604","BLV61_RS09295",0
"12605","BLV61_RS11805",0
"12606","BLV61_RS14645",0
"12607","BLV61_RS15245",0
"12608","BLV61_RS18245",0
"12609","BLV61_RS19830",0
"12610","BLV61_RS25275",0
"12611","ICMP_RS00140",0
"12612","ICMP_RS01410",0
"12613","ICMP_RS03270",0
"12614","FHP25_RS25375",0
"12615","FHP25_RS40295",0
"12616","OQ268_RS17665",0
"12617","ORG26_RS01080",0
"12618","ORG26_RS11700",0
"12619","ORG26_RS11765",0
"12620","ORG26_RS17390",0
"12621","ORG26_RS22565",0
"12622","ACIQLL_RS10070",0
"12623","LTAR_RS12575",0
"12624","CFR71_RS15170",0
"12625","ABD831_RS22170",0
"12626","NAREPO1_RS00115",0
"12627","CSH92_RS03855",0
"12628","CSH92_RS17010",0
"12629","CSH92_RS17025",0
"12630","CSH92_RS17035",0
"12631","GWO68_RS17615",0
"12632","G6N50_RS12700",0
"12633","U9S71_RS20665",0
"12634","HL657_RS04590",0
"12635","DDZ17_RS12405",0
"12636","ABID44_RS14340",0
"12637","ABID44_RS14370",0
"12638","CFY84_RS11195",0
"12639","OVY01_RS21970",0
"12640","OVY01_RS22945",0
"12641","OVY01_RS22990",0
"12642","SYN6308_RS09870",0
"12643","JOC33_RS05725",0
"12644","JOC33_RS13615",0
"12645","JOC33_RS16350",0
"12646","JOC33_RS20205",0
"12647","EK18_RS07435",0
"12648","EK18_RS08700",0
"12649","EK18_RS08825",0
"12650","PGN_RS01015",0
"12651","PGN_RS02090",0
"12652","PGN_RS06690",0
"12653","PGN_RS09695",0
"12654","AQS70_RS08660",0
"12655","ACFQBT_RS09480",0
"12656","ACFQBT_RS14680",0
"12657","D0T12_RS33405",0
"12658","D0T12_RS34360",0
"12659","D0T12_RS34620",0
"12660","D0T12_RS24235",0
"12661","I2488_RS08985",0
"12662","AUC61_RS26395",0
"12663","EDD52_RS23130",0
"12664","phytr_RS05385",0
"12665","PCH02S_RS35475",0
"12666","L1N82_RS22425",0
"12667","L1N82_RS22865",0
"12668","FGL95_RS31905",0
"12669","ACPB8Q_RS00840",0
"12670","ACPB8Q_RS03985",0
"12671","AB5S05_RS21840",0
"12672","AB5S05_RS22070",0
"12673","FHS68_RS00005",0
"12674","FHS68_RS26145",0
"12675","FHS68_RS26215",0
"12676","G5B40_RS14115",0
"12677","ACFOET_RS17860",0
"12678","FHQ18_RS02090",0
"12679","FHQ18_RS05930",0
"12680","F8237_RS11290",0
"12681","METIG_RS05480",0
"12682","METIG_RS06965",0
"12683","JSQ98_RS04545",0
"12684","JSQ98_RS07155",0
"12685","JSQ98_RS10030",0
"12686","FVW59_RS19480",0
"12687","FVW59_RS19485",0
"12688","FVW59_RS15010",0
"12689","FVW59_RS18355",0
"12690","GRI44_RS00505",0
"12691","GRI44_RS00600",0
"12692","ABD666_RS11375",0
"12693","ABD666_RS11455",0
"12694","JNC62_RS21005",0
"12695","AADA15_RS19240",0
"12696","COO92_RS21900",0
"12697","IG609_RS00850",0
"12698","IG609_RS00960",0
"12699","IG609_RS01155",0
"12700","IG609_RS04110",0
"12701","IG609_RS04955",0
"12702","IG609_RS17875",0
"12703","IG609_RS20110",0
"12704","NM125_RS04630",0
"12705","NM125_RS04740",0
"12706","A1019T_RS00480",0
"12707","H145_RS0111875",0
"12708","H145_RS0113555",0
"12709","H145_RS0118875",0
"12710","JQC67_RS06110",0
"12711","JQC67_RS06135",0
"12712","HF960_RS06905",0
"12713","HF960_RS07215",0
"12714","HF960_RS09055",0
"12715","HF960_RS03900",0
"12716","V6066_RS00360",0
"12717","V6066_RS02160",0
"12718","V6066_RS03065",0
"12719","V6066_RS04895",0
"12720","V6066_RS15555",0
"12721","V6066_RS19120",0
"12722","V6066_RS19405",0
"12723","M9426_RS01465",0
"12724","M9426_RS02715",0
"12725","M9426_RS03395",0
"12726","NZK81_RS21195",0
"12727","EIZ37_RS21530",0
"12728","EIZ37_RS25555",0
"12729","EIZ37_RS25560",0
"12730","EIZ37_RS26275",0
"12731","JQN83_RS32515",0
"12732","CMAQ_RS00555",0
"12733","CBE73_RS08795",0
"12734","CBE73_RS10505",0
"12735","CBE73_RS11430",0
"12736","CBE73_RS11835",0
"12737","CBE73_RS13460",0
"12738","CBE73_RS13705",0
"12739","CBE73_RS14030",0
"12740","CBE73_RS17375",0
"12741","CBE73_RS20540",0
"12742","N0D28_RS02235",0
"12743","N0D28_RS07190",0
"12744","N0D28_RS14055",0
"12745","HBNXNv_RS05130",0
"12746","WCD58_RS33510",0
"12747","RM529_RS16890",0
"12748","AABK36_RS25350",0
"12749","AABK36_RS25375",0
"12750","FVE77_RS02430",0
"12751","FVE77_RS02795",0
"12752","FVE77_RS10620",0
"12753","FVE77_RS11195",0
"12754","FVE77_RS11615",0
"12755","PMG71_RS02350",0
"12756","PMG71_RS03735",0
"12757","PMG71_RS21670",0
"12758","FPL27_RS02940",0
"12759","FPL27_RS14715",0
"12760","FPL27_RS15725",0
"12761","DFQ10_RS18260",0
"12762","JKF54_RS04645",0
"12763","ACI7T6_RS00635",0
"12764","ACNOGP_RS01250",0
"12765","ACNOGP_RS06705",0
"12766","ACNOGP_RS07165",0
"12767","ACNOGP_RS12630",0
"12768","ACNOGP_RS20685",0
"12769","C9976_RS21105",0
"12770","C9976_RS04755",0
"12771","C9976_RS07660",0
"12772","C9976_RS12485",0
"12773","C9976_RS14540",0
"12774","C9976_RS20030",0
"12775","NR810_RS27340",0
"12776","ABD237_RS40675",0
"12777","H3H37_RS22455",0
"12778","H3H37_RS25395",0
"12779","H3H37_RS09065",0
"12780","H3H37_RS25435",0
"12781","H3H37_RS25440",0
"12782","H3H37_RS25455",0
"12783","H3H37_RS25510",0
"12784","H3H37_RS25515",0
"12785","H3H37_RS25520",0
"12786","H3H37_RS26320",0
"12787","H3H37_RS26325",0
"12788","H3H37_RS25550",0
"12789","H3H37_RS26330",0
"12790","H3H37_RS25565",0
"12791","H3H37_RS26335",0
"12792","Slu03_RS15220",0
"12793","AAH446_RS19665",0
"12794","AAH446_RS19685",0
"12795","THIMADRAFT_RS24245",0
"12796","THIMADRAFT_RS21585",0
"12797","THIMADRAFT_RS02770",0
"12798","MUN68_RS04735",0
"12799","MUN68_RS13260",0
"12800","LWC33_RS34595",0
"12801","Lsha_RS14735",0
"12802","ACOJRU_RS00160",0
"12803","ACOJRU_RS00185",0
"12804","ACOJRU_RS11530",0
"12805","ACOJRU_RS14370",0
"12806","ACOJRU_RS15030",0
"12807","PMG25_RS02050",0
"12808","EBO15_RS43315",0
"12809","DKG75_RS22595",0
"12810","C7H09_RS07435",0
"12811","C7H09_RS09375",0
"12812","C7H09_RS13030",0
"12813","EL255_RS00310",0
"12814","EL255_RS01270",0
"12815","EL255_RS03315",0
"12816","EL255_RS03960",0
"12817","EL255_RS17380",0
"12818","EL255_RS19375",0
"12819","EL255_RS19725",0
"12820","EL255_RS19950",0
"12821","EL255_RS20630",0
"12822","EL255_RS21065",0
"12823","SH412_RS04685",0
"12824","SH412_RS08990",0
"12825","FXN65_RS00695",0
"12826","FXN65_RS02790",0
"12827","FXN65_RS17210",0
"12828","FXN65_RS23435",0
"12829","FXN65_RS23465",0
"12830","DRF59_RS20600",0
"12831","BLS49_RS23535",0
"12832","BLS49_RS08700",0
"12833","BLS49_RS19525",0
"12834","BLS49_RS23620",0
"12835","BLS49_RS23160",0
"12836","BLL40_RS11530",0
"12837","BLL40_RS16385",0
"12838","N2M23_RS05385",0
"12839","N2M23_RS16470",0
"12840","N2M23_RS20515",0
"12841","LEP1GSC062_RS03115",0
"12842","NP_RS01095",0
"12843","ACETWP_RS17265",0
"12844","DFR36_RS13640",0
"12845","PTW37_RS02430",0
"12846","PTW37_RS02445",0
"12847","PTW37_RS06005",0
"12848","AAC385_RS03800",0
"12849","AAC385_RS15265",0
"12850","AAC385_RS16440",0
"12851","BUA83_RS11760",0
"12852","BUA83_RS08965",0
"12853","BUA83_RS02870",0
"12854","BUA83_RS04870",0
"12855","BUA83_RS11005",0
"12856","BUA83_RS12135",0
"12857","BUA83_RS00005",0
"12858","TR61_RS19530",0
"12859","TR61_RS16180",0
"12860","FLA_RS01225",0
"12861","FLA_RS17770",0
"12862","FLA_RS21520",0
"12863","FLA_RS22135",0
"12864","FLA_RS29760",0
"12865","LMD38_RS02370",0
"12866","LMD38_RS22445",0
"12867","LMD38_RS23460",0
"12868","LMD38_RS24475",0
"12869","LMD38_RS24505",0
"12870","LMD38_RS24535",0
"12871","LMD38_RS24585",0
"12872","LMD38_RS24610",0
"12873","LMD38_RS24705",0
"12874","LMD38_RS25395",0
"12875","LMD38_RS25780",0
"12876","LMD38_RS25840",0
"12877","LMD38_RS26125",0
"12878","LMD38_RS26240",0
"12879","EXC72_RS06020",0
"12880","EXC72_RS12535",0
"12881","K9O30_RS03440",0
"12882","K9O30_RS19850",0
"12883","K9O30_RS20765",0
"12884","K9O30_RS21965",0
"12885","K9O30_RS22070",0
"12886","K9O30_RS22410",0
"12887","K9O30_RS23055",0
"12888","K9O30_RS23150",0
"12889","K9O30_RS23200",0
"12890","K9O30_RS23230",0
"12891","K9O30_RS23235",0
"12892","K9O30_RS23285",0
"12893","K9O30_RS23290",0
"12894","K9O30_RS23325",0
"12895","K9O30_RS23330",0
"12896","MFF56_RS31770",0
"12897","MFF56_RS31820",0
"12898","MFF56_RS31890",0
"12899","MFF56_RS31955",0
"12900","BKR01S_RS07030",0
"12901","BKR01S_RS10350",0
"12902","BKR01S_RS23725",0
"12903","BKR01S_RS22120",0
"12904","BKR01S_RS22665",0
"12905","BKR01S_RS22670",0
"12906","BKR01S_RS22680",0
"12907","M2351_RS01310",0
"12908","M2351_RS07815",0
"12909","M2351_RS11340",0
"12910","M2351_RS17880",0
"12911","M2351_RS22175",0
"12912","M2351_RS27825",0
"12913","M2351_RS27955",0
"12914","M2351_RS29245",0
"12915","M2351_RS35185",0
"12916","M2351_RS35960",0
"12917","M2351_RS43820",0
"12918","M2351_RS44655",0
"12919","DEALK_RS01335",0
"12920","QN326_RS01985",0
"12921","QN326_RS03045",0
"12922","J2Z49_RS13150",0
"12923","EXC34_RS01115",0
"12924","EXC34_RS02425",0
"12925","CAQU_RS03355",0
"12926","CAQU_RS05810",0
"12927","CAQU_RS09945",0
"12928","CAQU_RS12020",0
"12929","JOC37_RS06235",0
"12930","JOC37_RS13035",0
"12931","K7W41_RS23255",0
"12932","Q31a_RS22790",0
"12933","Q31a_RS22795",0
"12934","L0M14_RS00075",0
"12935","L0M14_RS04210",0
"12936","L0M14_RS04225",0
"12937","L0M14_RS15975",0
"12938","L0M14_RS20740",0
"12939","L0M14_RS22605",0
"12940","L0M14_RS23180",0
"12941","L0M14_RS23680",0
"12942","L0M14_RS24350",0
