"","rad_dada2_accession_all","Freq"
"37034","L4C35_RS23160",0
"37035","L4C35_RS23185",0
"37036","ACFQ0S_RS00165",0
"37037","IB285_RS11025",0
"37038","GJU32_RS22800",0
"37039","CWR45_RS11980",0
"37040","CWR45_RS16230",0
"37041","CWR45_RS03930",0
"37042","CWR45_RS18615",0
"37043","CWR45_RS19090",0
"37044","CWR45_RS19450",0
"37045","GM910_RS05475",0
"37046","GILYN3_RS15750",0
"37047","LVD10_RS17840",0
"37048","G564_RS0113065",0
"37049","ACKTSQ_RS03065",0
"37050","ACKTSQ_RS05380",0
"37051","ACKTSQ_RS11750",0
"37052","JDV75_RS10100",0
"37053","CKO12_RS06915",0
"37054","CKO12_RS14300",0
"37055","H0H70_RS01700",0
"37056","PO878_RS10310",0
"37057","QMG40_RS17240",0
"37058","KTJ72_RS06980",0
"37059","KTJ72_RS06995",0
"37060","KTJ72_RS07065",0
"37061","KTJ72_RS07235",0
"37062","QOZ94_RS19715",0
"37063","KP803_RS21720",0
"37064","VA599_RS24070",0
"37065","LO761_RS12410",0
"37066","MMARE11_RS19285",0
"37067","MMARE11_RS19305",0
"37068","PX52LOC_RS12320",0
"37069","PX52LOC_RS16985",0
"37070","PX52LOC_RS25570",0
"37071","MCIT9_RS03400",0
"37072","MCIT9_RS11015",0
"37073","MFF22_RS24375",0
"37074","ACFVHK_RS03730",0
"37075","ACFVHK_RS16965",0
"37076","ACFVHK_RS16985",0
"37077","BQ4305_RS00785",0
"37078","BQ4305_RS01165",0
"37079","BQ4305_RS01235",0
"37080","BQ4305_RS01470",0
"37081","BQ4305_RS02995",0
"37082","BQ4305_RS03615",0
"37083","BQ4305_RS04150",0
"37084","BQ4305_RS04155",0
"37085","BQ4305_RS05660",0
"37086","BQ4305_RS11960",0
"37087","BQ4305_RS16450",0
"37088","ACHHRT_RS13625",0
"37089","K7P76_RS23995",0
"37090","K7P76_RS31945",0
"37091","K7P76_RS32980",0
"37092","K7P76_RS33005",0
"37093","K7P76_RS11180",0
"37094","CALPO_RS0109050",0
"37095","DQN48_RS00540",0
"37096","DQN48_RS02675",0
"37097","NWF35_RS14795",0
"37098","CR143_RS00965",0
"37099","ABLC00_RS00075",0
"37100","ABLC00_RS00945",0
"37101","ABLC00_RS03410",0
"37102","ABLC00_RS15945",0
"37103","ABLC00_RS16140",0
"37104","ABLC00_RS18410",0
"37105","G6CMJM_RS01780",0
"37106","DX873_RS18680",0
"37107","DQL78_RS00790",0
"37108","DQL78_RS01440",0
"37109","DQL78_RS02020",0
"37110","DQL78_RS03405",0
"37111","DQL78_RS07835",0
"37112","DQL78_RS10580",0
"37113","DQL78_RS11925",0
"37114","ABD923_RS19045",0
"37115","ABD730_RS17215",0
"37116","OPR29_RS04485",0
"37117","FHP91_RS20655",0
"37118","HMJ29_RS01065",0
"37119","HMJ29_RS07865",0
"37120","HMJ29_RS09890",0
"37121","HMJ29_RS18410",0
"37122","C5F47_RS03545",0
"37123","BELBA_RS08885",0
"37124","BELBA_RS08950",0
"37125","BELBA_RS09420",0
"37126","BELBA_RS09540",0
"37127","A3217_RS00150",0
"37128","A3217_RS04615",0
"37129","FC18_RS07185",0
"37130","AR3_RS29025",0
"37131","P9515_RS01795",0
"37132","EKG83_RS04790",0
"37133","EKG83_RS08965",0
"37134","EKG83_RS35555",0
"37135","EKG83_RS37425",0
"37136","NF347_RS06820",0
"37137","NF347_RS09910",0
"37138","NF347_RS12825",0
"37139","DDE77_RS19145",0
"37140","A3IG_RS0103420",0
"37141","G6N37_RS12185",0
"37142","AAFU52_RS00165",0
"37143","AAFU52_RS03125",0
"37144","AAFU52_RS24205",0
"37145","C3B61_RS15340",0
"37146","FLP23_RS07715",0
"37147","ACMGEE_RS21675",0
"37148","ACMGEE_RS21685",0
"37149","BA062_RS05900",0
"37150","BA062_RS07090",0
"37151","BA062_RS22020",0
"37152","KM842_RS00005",0
"37153","KM842_RS00020",0
"37154","KM842_RS03440",0
"37155","KM842_RS07360",0
"37156","SPEA_RS00230",0
"37157","SPEA_RS00245",0
"37158","SPEA_RS00875",0
"37159","SPEA_RS01190",0
"37160","SPEA_RS01215",0
"37161","SPEA_RS02175",0
"37162","SPEA_RS02810",0
"37163","SPEA_RS09000",0
"37164","SPEA_RS16720",0
"37165","SPEA_RS19980",0
"37166","SPEA_RS22160",0
"37167","AOZ06_RS07965",0
"37168","AOZ06_RS12435",0
"37169","AOZ06_RS15385",0
"37170","IE073_RS12645",0
"37171","A4G13_RS00040",0
"37172","A4G13_RS01995",0
"37173","A4G13_RS06005",0
"37174","A4G13_RS08485",0
"37175","A4G13_RS08890",0
"37176","A4G13_RS09460",0
"37177","EHO61_RS05310",0
"37178","EJ01_RS00010",0
"37179","EJ01_RS08635",0
"37180","IAG03_RS13790",0
"37181","HM131_RS00220",0
"37182","HM131_RS00605",0
"37183","HM131_RS00665",0
"37184","HM131_RS00950",0
"37185","HM131_RS07750",0
"37186","HM131_RS16005",0
"37187","HM131_RS19195",0
"37188","WH87_RS02875",0
"37189","WH87_RS02915",0
"37190","RHAB15C_RS04720",0
"37191","RHAB15C_RS05920",0
"37192","GPZ80_RS31725",0
"37193","HAP48_RS09970",0
"37194","NEV57_RS15625",0
"37195","FHU36_RS06550",0
"37196","FHU36_RS09485",0
"37197","FHU36_RS24835",0
"37198","FHU36_RS30775",0
"37199","FHU36_RS41050",0
"37200","EBF12_RS10820",0
"37201","ABD806_RS13570",0
"37202","ABD806_RS14820",0
"37203","ABD806_RS17945",0
"37204","ABD806_RS17975",0
"37205","ABD806_RS17980",0
"37206","CKK03_RS19360",0
"37207","N6H18_RS01670",0
"37208","N6H18_RS07400",0
"37209","FH779_RS02490",0
"37210","FH779_RS02940",0
"37211","FH779_RS04705",0
"37212","FH779_RS11235",0
"37213","FH779_RS14930",0
"37214","FH779_RS16015",0
"37215","FH779_RS16765",0
"37216","DIC75_RS08485",0
"37217","E0L16_RS21910",0
"37218","WH8501_RS07490",0
"37219","WH8501_RS27730",0
"37220","CFPG_RS00270",0
"37221","CFPG_RS04420",0
"37222","Actob_RS00750",0
"37223","Actob_RS02080",0
"37224","Actob_RS05970",0
"37225","Actob_RS11950",0
"37226","Actob_RS33160",0
"37227","Actob_RS35565",0
"37228","ACK28C_RS00305",0
"37229","ACK28C_RS05130",0
"37230","ACK28C_RS10315",0
"37231","QWJ38_RS23715",0
"37232","QWJ38_RS23740",0
"37233","E0L21_RS24620",0
"37234","ACYQ1U_RS03000",0
"37235","ACYQ1U_RS05865",0
"37236","ACYQ1U_RS07165",0
"37237","ACYQ1U_RS07830",0
"37238","ACYQ1U_RS09170",0
"37239","Strain318_RS07060",0
"37240","OI25_RS07285",0
"37241","OI25_RS14005",0
"37242","OI25_RS14925",0
"37243","OI25_RS25610",0
"37244","OI25_RS26835",0
"37245","OI25_RS30915",0
"37246","MKQ68_RS25460",0
"37247","MKQ68_RS25485",0
"37248","MKQ68_RS25500",0
"37249","MKQ68_RS25515",0
"37250","SJI18_RS19390",0
"37251","SJI18_RS24425",0
"37252","SJI18_RS24615",0
"37253","ABDB96_RS03115",0
"37254","EBN15_RS18250",0
"37255","EBN15_RS19830",0
"37256","J0P97_RS02620",0
"37257","IE236_RS36955",0
"37258","OA858_RS16440",0
"37259","OA858_RS18480",0
"37260","O0931_RS20075",0
"37261","C7C56_RS27820",0
"37262","C7C56_RS27825",0
"37263","AB870_RS04695",0
"37264","AB870_RS16925",0
"37265","AB870_RS20215",0
"37266","AB870_RS21625",0
"37267","BMZ50_RS23475",0
"37268","BMZ50_RS22220",0
"37269","BMZ50_RS17425",0
"37270","BN32_RS23560",0
"37271","DXX99_RS10490",0
"37272","DXX99_RS10845",0
"37273","DXX99_RS11040",0
"37274","DXX99_RS05610",0
"37275","MYF_RS03095",0
"37276","U1R88_RS35185",0
"37277","U1R88_RS35365",0
"37278","U1R88_RS35380",0
"37279","D5261_RS02660",0
"37280","D5261_RS06640",0
"37281","D5261_RS20475",0
"37282","NHE_RS00195",0
"37283","KO088_RS06505",0
"37284","KO088_RS06510",0
"37285","KO088_RS08465",0
"37286","KO088_RS08850",0
"37287","KO088_RS08860",0
"37288","ECH_RS03785",0
"37289","NF685_RS14190",0
"37290","LQT98_RS17905",0
"37291","IEY27_RS24055",0
"37292","AAGD53_RS06210",0
"37293","XcodCFBP4690_RS21845",0
"37294","EO99_RS0125160",0
"37295","C7V51_RS01920",0
"37296","C7V51_RS13475",0
"37297","X636_RS04670",0
"37298","X636_RS17760",0
"37299","X636_RS21670",0
"37300","X636_RS22945",0
"37301","A8G15_RS24025",0
"37302","ABFT23_RS22550",0
"37303","GQN54_RS15275",0
"37304","GQN54_RS00025",0
"37305","GQN54_RS15345",0
"37306","E4S58_RS17770",0
"37307","E4S58_RS17780",0
"37308","E0D95_RS07490",0
"37309","M8231_RS03080",0
"37310","M8231_RS08730",0
"37311","QC815_RS17280",0
"37312","QC815_RS17325",0
"37313","H626_RS0104180",0
"37314","H626_RS0107650",0
"37315","H626_RS0108145",0
"37316","H626_RS0109070",0
"37317","IEX41_RS21305",0
"37318","IEX41_RS21335",0
"37319","H536_RS0122140",0
"37320","M5E81_RS00195",0
"37321","M5E81_RS02015",0
"37322","M5E81_RS03725",0
"37323","M5E81_RS05985",0
"37324","M5E81_RS08040",0
"37325","E1956_RS04100",0
"37326","E1956_RS05025",0
"37327","E1956_RS13075",0
"37328","E1956_RS23240",0
"37329","E1956_RS23415",0
"37330","E1956_RS28495",0
"37331","E1956_RS29915",0
"37332","E1956_RS35525",0
"37333","LKD37_RS16735",0
"37334","LKD37_RS05360",0
"37335","LKD37_RS17500",0
"37336","J4N24_RS25355",0
"37337","J4N24_RS25430",0
"37338","J4N24_RS25445",0
"37339","HT586_RS02545",0
"37340","HT586_RS09925",0
"37341","HT586_RS10735",0
"37342","HT586_RS11880",0
"37343","HT586_RS12135",0
"37344","I0K15_RS04210",0
"37345","I0K15_RS11980",0
"37346","ACLE50_RS22295",0
"37347","MOMA_RS01690",0
"37348","MOMA_RS02100",0
"37349","MOMA_RS03835",0
"37350","MOMA_RS06200",0
"37351","ACMGE0_RS33190",0
"37352","MUU47_RS00290",0
"37353","MUU47_RS00250",0
"37354","MUU47_RS00230",0
"37355","HNP99_RS17565",0
"37356","IEW44_RS15805",0
"37357","AN618_RS05160",0
"37358","AN618_RS08770",0
"37359","AN618_RS11495",0
"37360","AN618_RS12375",0
"37361","AN618_RS12445",0
"37362","AN618_RS12485",0
"37363","B1781_RS02870",0
"37364","BN202_RS08385",0
"37365","EYE42_RS15865",0
"37366","HMPREF0631_RS06330",0
"37367","ICC18_RS04565",0
"37368","ICC18_RS23660",0
"37369","ICC18_RS28940",0
"37370","ICC18_RS31370",0
"37371","ICC18_RS33280",0
"37372","ICC18_RS33325",0
"37373","ICC18_RS33380",0
"37374","ICC18_RS33390",0
"37375","ICC18_RS33400",0
"37376","ICC18_RS33430",0
"37377","ICC18_RS33435",0
"37378","BM091_RS13665",0
"37379","BM091_RS11010",0
"37380","BM091_RS06105",0
"37381","ACN08M_RS03645",0
"37382","ACN08M_RS04030",0
"37383","ACN08M_RS05490",0
"37384","ACN08M_RS05515",0
"37385","ACN08M_RS06855",0
"37386","ACN08M_RS07250",0
"37387","ACN08M_RS07265",0
"37388","ACN08M_RS07290",0
"37389","ACN08M_RS07305",0
"37390","ACN08M_RS07790",0
"37391","ACN08M_RS07830",0
"37392","ACN08M_RS07860",0
"37393","ACN08M_RS07890",0
"37394","ACN08M_RS08665",0
"37395","ACN08M_RS08680",0
"37396","ACN08M_RS08705",0
"37397","ACN08M_RS08720",0
"37398","ACN08M_RS08745",0
"37399","ACN08M_RS09260",0
"37400","ACN08M_RS10070",0
"37401","ROA7023_RS23160",0
"37402","LTS72_RS04910",0
"37403","K9V48_RS13310",0
"37404","K9V48_RS13855",0
"37405","K9V48_RS20675",0
"37406","K9V48_RS22950",0
"37407","K9V48_RS23685",0
"37408","K9V48_RS26515",0
"37409","K9V48_RS26930",0
"37410","K9V48_RS28030",0
"37411","K9V48_RS28615",0
"37412","K9V48_RS28670",0
"37413","K9V48_RS28750",0
"37414","K9V48_RS28825",0
"37415","K9V48_RS30130",0
"37416","K9V48_RS28925",0
"37417","ABXS71_RS00035",0
"37418","ABXS71_RS00280",0
"37419","ABXS71_RS00295",0
"37420","ABXS71_RS00310",0
"37421","ABXS71_RS04115",0
"37422","ABXS71_RS13385",0
"37423","ABXS71_RS18295",0
"37424","ABXS71_RS23390",0
"37425","ABXS71_RS23505",0
"37426","ABXS71_RS23530",0
"37427","ABXS71_RS23845",0
"37428","ABXS71_RS23905",0
"37429","ABXS71_RS24300",0
"37430","NAR01S_RS32245",0
"37431","BACSTE_RS12590",0
"37432","BACSTE_RS17685",0
"37433","BACSTE_RS03260",0
"37434","BACSTE_RS01720",0
"37435","BACSTE_RS01460",0
"37436","HVIM_RS04365",0
"37437","HVIM_RS06235",0
"37438","HVIM_RS09150",0
"37439","HVIM_RS13875",0
"37440","HVIM_RS16635",0
"37441","KSS97_RS01695",0
"37442","KSS97_RS04705",0
"37443","KSS97_RS09610",0
"37444","KSS97_RS24535",0
"37445","KSS97_RS26245",0
"37446","CHELV3228_RS02255",0
"37447","CHELV3228_RS05910",0
"37448","CHELV3228_RS09095",0
"37449","NXG62_RS04985",0
"37450","NXG62_RS08115",0
"37451","NXG62_RS09050",0
"37452","NXG62_RS13385",0
"37453","G6N17_RS04665",0
"37454","G6N17_RS07395",0
"37455","NKH51_RS04545",0
"37456","NKH51_RS14100",0
"37457","ACFSUC_RS00005",0
"37458","ACFSUC_RS07785",0
"37459","ACFSUC_RS09920",0
"37460","ACFSUC_RS09925",0
"37461","ACFSUC_RS09930",0
"37462","ACFSUC_RS10935",0
"37463","ACFSUC_RS11490",0
"37464","ACFSUC_RS11520",0
"37465","ACFSUC_RS11525",0
"37466","ACFSUC_RS11575",0
"37467","ACFSUC_RS12725",0
"37468","ACFSUC_RS13125",0
"37469","ACFSUC_RS13140",0
"37470","ACFSUC_RS17795",0
"37471","ACFSUC_RS18425",0
"37472","FN828_RS20035",0
"37473","QMG57_RS02670",0
"37474","QWY22_RS00040",0
"37475","QWY22_RS00135",0
"37476","QWY22_RS00390",0
"37477","QWY22_RS00450",0
"37478","QWY22_RS00860",0
"37479","QWY22_RS02925",0
"37480","QWY22_RS04990",0
"37481","QWY22_RS05440",0
"37482","QWY22_RS06535",0
"37483","Pta02_RS40760",0
"37484","AC0MRY_RS17350",0
"37485","J1C56_RS32595",0
"37486","CXF46_RS11150",0
"37487","CCE91_RS12205",0
"37488","AWC02_RS14885",0
"37489","AX756_RS26255",0
"37490","AX756_RS24520",0
"37491","AMD28_RS17215",0
"37492","IEU90_RS11220",0
"37493","IEU90_RS11230",0
"37494","BUA12_RS12830",0
"37495","BUA12_RS12280",0
"37496","BUA12_RS06215",0
"37497","BUA12_RS12275",0
"37498","BUA12_RS12515",0
"37499","J9880_RS06065",0
"37500","J9880_RS06245",0
"37501","J9880_RS06975",0
"37502","J9880_RS07550",0
"37503","J9880_RS09625",0
"37504","J9880_RS11250",0
"37505","J9880_RS12110",0
"37506","TPANIC_RS01120",0
"37507","TPANIC_RS01340",0
"37508","CVO96_RS06050",0
"37509","CVO96_RS08230",0
"37510","CVO96_RS11165",0
"37511","O7R11_RS14850",0
"37512","ABD866_RS10700",0
"37513","BM357_RS18670",0
"37514","BM357_RS04545",0
"37515","BM357_RS05550",0
"37516","BM357_RS13410",0
"37517","BM357_RS17020",0
"37518","BM357_RS17670",0
"37519","AVO45_RS10610",0
"37520","CNO20_RS16250",0
"37521","CNO20_RS20735",0
"37522","CNO20_RS00010",0
"37523","WDJ57_RS12735",0
"37524","MBEAL2_RS28515",0
"37525","ACNPNW_RS00490",0
"37526","ACNPNW_RS01615",0
"37527","ACNPNW_RS04740",0
"37528","ACNPNW_RS05270",0
"37529","ACNPNW_RS06340",0
"37530","ACNPNW_RS09265",0
"37531","ACNPNW_RS11450",0
"37532","ACNPNW_RS17025",0
"37533","BLP63_RS16055",0
"37534","BLP63_RS15590",0
"37535","BM075_RS18005",0
"37536","BM075_RS23635",0
"37537","Pla100_RS10520",0
"37538","D1B32_RS19460",0
"37539","D1B32_RS05525",0
"37540","D1B32_RS23380",0
"37541","D1B32_RS23410",0
"37542","D1B32_RS23470",0
"37543","WKW82_RS40105",0
"37544","DK874_RS11600",0
"37545","EKM93_RS13390",0
"37546","HUE98_RS00330",0
"37547","HUE98_RS10290",0
"37548","HUE98_RS11290",0
"37549","HUE98_RS15705",0
"37550","HMF8227_RS00165",0
"37551","HMF8227_RS02045",0
"37552","HMF8227_RS10055",0
"37553","HMF8227_RS10915",0
"37554","INQ42_RS00860",0
"37555","INQ42_RS03065",0
"37556","BUA41_RS18700",0
"37557","BUA41_RS16545",0
"37558","BUA41_RS11710",0
"37559","BUA41_RS08855",0
"37560","BUA41_RS15865",0
"37561","ACIAD_RS00070",0
"37562","ACIAD_RS01015",0
"37563","ACIAD_RS03015",0
"37564","ACIAD_RS07625",0
"37565","ACIAD_RS13640",0
"37566","ACIAD_RS14245",0
"37567","ACIAD_RS16495",0
"37568","FWJ47_RS02175",0
"37569","FWJ47_RS06995",0
"37570","K339_RS0101665",0
"37571","K339_RS0109925",0
"37572","JYB63_RS22520",0
"37573","JYB63_RS22570",0
"37574","JYB63_RS22590",0
"37575","BO26_RS18460",0
"37576","FRX97_RS12100",0
"37577","FRX97_RS04760",0
"37578","FRX97_RS09135",0
"37579","ABEA23_RS03480",0
"37580","ABEA23_RS04095",0
"37581","ABEA23_RS05555",0
"37582","ABO_RS01870",0
"37583","ABO_RS02520",0
"37584","ABO_RS10185",0
"37585","VB798_RS03030",0
"37586","VB798_RS16605",0
"37587","VB798_RS24265",0
"37588","QOR74_RS16375",0
"37589","WMO23_RS01575",0
"37590","WMO23_RS11255",0
"37591","AADC60_RS00045",0
"37592","AADC60_RS00160",0
"37593","AADC60_RS00480",0
"37594","AADC60_RS00540",0
"37595","AADC60_RS00945",0
"37596","AADC60_RS01505",0
"37597","AADC60_RS01520",0
"37598","AADC60_RS01775",0
"37599","AADC60_RS02450",0
"37600","AADC60_RS06395",0
"37601","AADC60_RS18255",0
"37602","AADC60_RS22650",0
"37603","DYJ19_RS14875",0
"37604","PFRI_RS03150",0
"37605","H151_RS16350",0
"37606","H151_RS16610",0
"37607","ACGHUN_RS00660",0
"37608","ACGHUN_RS06320",0
"37609","ACGHUN_RS14900",0
"37610","ACGHUN_RS16935",0
"37611","QO013_RS20110",0
"37612","QO013_RS20910",0
"37613","QO013_RS25130",0
"37614","QO013_RS34350",0
"37615","FAZ90_RS00105",0
"37616","FAZ90_RS00320",0
"37617","FAZ90_RS00340",0
"37618","FAZ90_RS00665",0
"37619","FAZ90_RS00685",0
"37620","FAZ90_RS00710",0
"37621","FAZ90_RS01985",0
"37622","FAZ90_RS02005",0
"37623","FAZ90_RS12195",0
"37624","FAZ90_RS13380",0
"37625","FAZ90_RS13395",0
"37626","FAZ90_RS13415",0
"37627","FAZ90_RS14875",0
"37628","FAZ90_RS16705",0
"37629","GA0061080_RS02445",0
"37630","HUB94_RS03545",0
"37631","HUB94_RS06830",0
"37632","HUB94_RS07515",0
"37633","HUB94_RS12605",0
"37634","HUB94_RS17310",0
"37635","HUB94_RS23160",0
"37636","HUB94_RS24925",0
"37637","HUB94_RS25910",0
"37638","HUB94_RS26090",0
"37639","HUB94_RS26545",0
"37640","HUB94_RS29420",0
"37641","HUB94_RS29940",0
"37642","HUB94_RS30540",0
"37643","SR882_RS00025",0
"37644","SR882_RS11015",0
"37645","V8J83_RS12385",0
"37646","EV207_RS15135",0
"37647","EV207_RS15820",0
"37648","EV207_RS16435",0
"37649","EV207_RS22810",0
"37650","H8S84_RS19940",0
"37651","D569_RS0108480",0
"37652","D569_RS0111675",0
"37653","D569_RS0118375",0
"37654","D569_RS0120210",0
"37655","D569_RS0120765",0
"37656","D569_RS0121915",0
"37657","CELF_RS08410",0
"37658","CELF_RS13995",0
"37659","SJY13_RS11200",0
"37660","SJY13_RS13085",0
"37661","SJY13_RS14230",0
"37662","CES82_RS10050",0
"37663","CES82_RS11995",0
"37664","CES82_RS12310",0
"37665","CES82_RS12320",0
"37666","CES82_RS12325",0
"37667","DCM91_RS21015",0
"37668","DCM91_RS21045",0
"37669","BQ7114_RS00505",0
"37670","BQ7114_RS00510",0
"37671","BQ7114_RS01315",0
"37672","BQ7114_RS08750",0
"37673","J5Y06_RS04625",0
"37674","J5Y06_RS04670",0
"37675","AB1S50_RS06415",0
"37676","ML342_RS11410",0
"37677","CEV31_RS02985",0
"37678","ACFFIC_RS29900",0
"37679","ISP18_RS00110",0
"37680","ISP18_RS19030",0
"37681","ISP18_RS20580",0
"37682","BLS95_RS53800",0
"37683","BLS95_RS23700",0
"37684","BLS95_RS35940",0
"37685","BLS95_RS16525",0
"37686","BLS95_RS43465",0
"37687","BLT28_RS02615",0
"37688","BLT28_RS07780",0
"37689","BLT28_RS18340",0
"37690","BLT28_RS35785",0
"37691","OB2597_RS17130",0
"37692","C495_RS14745",0
"37693","ABD169_RS15980",0
"37694","MLE42_RS15890",0
"37695","E6W36_RS10015",0
"37696","G5W_RS0107200",0
"37697","H529_RS0103885",0
"37698","K0I63_RS00710",0
"37699","K0I63_RS01030",0
"37700","K0I63_RS12230",0
"37701","K0I63_RS15280",0
"37702","K0I63_RS17790",0
"37703","K0I63_RS17825",0
"37704","K0I63_RS19310",0
"37705","K0I63_RS19755",0
"37706","B0681_RS09885",0
"37707","PY310_RS17935",0
"37708","PY310_RS20440",0
"37709","PY310_RS20880",0
"37710","PY310_RS20885",0
"37711","PY310_RS21185",0
"37712","PY310_RS21490",0
"37713","PY310_RS21495",0
"37714","B0D71_RS31065",0
"37715","F1E05_RS00355",0
"37716","F1E05_RS02800",0
"37717","F1E05_RS16220",0
"37718","QMY49_RS00005",0
"37719","QMY49_RS00020",0
"37720","QMY49_RS00480",0
"37721","QMY49_RS12085",0
"37722","QMY49_RS14415",0
"37723","QMY49_RS14820",0
"37724","QMY49_RS15020",0
"37725","QMY49_RS15320",0
"37726","QMY49_RS15340",0
"37727","QMY49_RS15560",0
"37728","QMY49_RS15575",0
"37729","QMY49_RS18285",0
"37730","BLS23_RS21230",0
"37731","BLS23_RS20480",0
"37732","BLS23_RS18890",0
"37733","BLS23_RS18885",0
"37734","BLS23_RS17810",0
"37735","BLS23_RS14830",0
"37736","BLS23_RS01705",0
"37737","BLS23_RS09290",0
"37738","BLS23_RS12220",0
"37739","CLD06_RS06560",0
"37740","CLD06_RS06575",0
"37741","CLD06_RS06540",0
"37742","CLD06_RS06580",0
"37743","CLD06_RS06520",0
"37744","CLD06_RS01050",0
"37745","CLD06_RS06525",0
"37746","CLD06_RS06545",0
"37747","CLD06_RS08365",0
"37748","CLD06_RS08370",0
"37749","CLD06_RS00995",0
"37750","CLD06_RS01015",0
"37751","CLD06_RS06530",0
"37752","CLD06_RS01025",0
"37753","CLD06_RS06245",0
"37754","CLD06_RS06570",0
"37755","CLD06_RS06565",0
"37756","BN1354_RS04780",0
"37757","BN1354_RS11765",0
"37758","DQN58_RS01225",0
"37759","DQN58_RS02450",0
"37760","DQN58_RS02930",0
"37761","DQN58_RS04780",0
"37762","DQN58_RS08015",0
"37763","DQN58_RS08155",0
"37764","TH606_RS11135",0
"37765","TH606_RS09505",0
"37766","E4680_RS12040",0
"37767","JI741_RS32325",0
"37768","ACFSFW_RS00285",0
"37769","ACFSFW_RS02315",0
"37770","ACFSFW_RS09210",0
"37771","ACFSFW_RS09630",0
"37772","ACFSFW_RS18205",0
"37773","ACFSFW_RS21990",0
"37774","ACFSFW_RS22360",0
"37775","CKO35_RS17165",0
"37776","CKO35_RS17570",0
"37777","CKO35_RS17650",0
"37778","PVA18_RS03665",0
"37779","BN10_RS13680",0
"37780","ACFQ0E_RS07560",0
"37781","DSUI_RS06500",0
"37782","DSUI_RS08790",0
"37783","BJG93_RS05060",0
"37784","BJG93_RS14385",0
"37785","BJG93_RS15405",0
"37786","BJG93_RS22595",0
"37787","BJG93_RS24535",0
"37788","BJG93_RS27600",0
"37789","BJG93_RS27710",0
"37790","EHQ52_RS17150",0
"37791","D0Z08_RS31480",0
"37792","CQ14_RS15590",0
"37793","PWO49_RS00840",0
"37794","PWO49_RS01275",0
"37795","PWO49_RS02500",0
"37796","PWO49_RS03785",0
"37797","PWO49_RS07040",0
"37798","PWO49_RS14465",0
"37799","PWO49_RS16725",0
"37800","PWO49_RS16980",0
"37801","PWO49_RS17295",0
"37802","HK415_RS21545",0
"37803","HK415_RS21570",0
"37804","R2J37_RS00455",0
"37805","R2J37_RS04290",0
"37806","R2J37_RS12990",0
"37807","R2J37_RS14920",0
"37808","CEP68_RS25590",0
"37809","CEP68_RS29945",0
"37810","N24_RS00505",0
"37811","N24_RS04790",0
"37812","N24_RS07625",0
"37813","N24_RS13310",0
"37814","N24_RS13365",0
"37815","N24_RS15455",0
"37816","NFS43_RS04035",0
"37817","NFS43_RS07980",0
"37818","NFS43_RS09845",0
"37819","NFS43_RS12995",0
"37820","NFS43_RS24325",0
"37821","C3B56_RS00560",0
"37822","FFA38_RS02350",0
"37823","AAEO58_RS13400",0
"37824","MUN87_RS05505",0
"37825","MUN87_RS13825",0
"37826","MUN87_RS14115",0
"37827","MUN87_RS14175",0
"37828","MUN87_RS15085",0
"37829","MUN87_RS16635",0
"37830","MUN87_RS18290",0
"37831","J4H91_RS15335",0
"37832","J4H91_RS15385",0
"37833","J4H91_RS07485",0
"37834","QPJ95_RS03360",0
"37835","QPJ95_RS05190",0
"37836","QPJ95_RS09215",0
"37837","QPJ95_RS10620",0
"37838","QPJ95_RS16560",0
"37839","QPJ95_RS18005",0
"37840","QPJ95_RS18790",0
"37841","ABN764_RS29445",0
"37842","J2S76_RS16590",0
"37843","J2S76_RS16625",0
"37844","JW646_RS04795",0
"37845","JW646_RS08520",0
"37846","JW646_RS08545",0
"37847","JW646_RS08565",0
"37848","JW646_RS09200",0
"37849","JW646_RS09260",0
"37850","JW646_RS09315",0
"37851","JW646_RS09815",0
"37852","JW646_RS09850",0
"37853","JW646_RS09955",0
"37854","JW646_RS10500",0
"37855","JW646_RS11780",0
"37856","OL234_RS00635",0
"37857","OL234_RS03715",0
"37858","OL234_RS07995",0
"37859","OL234_RS08655",0
"37860","OL234_RS08685",0
"37861","OL234_RS10040",0
"37862","OL234_RS10375",0
"37863","CA834_RS14475",0
"37864","J2S02_RS22455",0
"37865","J2S02_RS24590",0
"37866","J2S02_RS25325",0
"37867","J2S02_RS25440",0
"37868","H0488_RS17360",0
"37869","H0488_RS19695",0
"37870","H0488_RS23195",0
"37871","BU00_RS0100905",0
"37872","BU00_RS0102325",0
"37873","G9Q29_RS14775",0
"37874","AAW31_RS00405",0
"37875","cpu_RS01155",0
"37876","cpu_RS09630",0
"37877","cpu_RS09700",0
"37878","cpu_RS13295",0
"37879","D7X32_RS42780",0
"37880","I8N54_RS13355",0
"37881","I8N54_RS17675",0
"37882","F812_RS0100765",0
"37883","CS910_RS00470",0
"37884","D3P08_RS17690",0
"37885","D3P08_RS20285",0
"37886","D3P08_RS24500",0
"37887","D3P08_RS25325",0
"37888","D3P08_RS25560",0
"37889","D3P08_RS25565",0
"37890","D3P08_RS26290",0
"37891","D3P08_RS03245",0
"37892","D3P08_RS26895",0
"37893","D3P08_RS26960",0
"37894","D3P08_RS27010",0
"37895","D3P08_RS27015",0
"37896","D3P08_RS09895",0
"37897","D3P08_RS09900",0
"37898","M5D89_RS04020",0
"37899","M5D89_RS05475",0
"37900","LZ23_RS03585",0
"37901","LZ23_RS05850",0
"37902","B0A66_RS15830",0
